raceId,round,circuitId,name,date,time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Year
989,1,1,Australian Grand Prix,2018-03-25,05:10:00,24.077477477477476,30.915315315315315,997.0036036036036,0.045045045045045,36.32432432432432,294.1261261261261,3.691891891891892,2018
990,2,3,Bahrain Grand Prix,2018-04-08,15:10:00,27.982524271844657,47.363106796116504,1009.4941747572816,0.0,32.19805825242719,167.40776699029126,0.958252427184466,2018
991,3,17,Chinese Grand Prix,2018-04-15,06:10:00,19.446428571428573,24.089285714285715,1018.13125,0.0178571428571428,37.019642857142856,127.39285714285714,1.8375,2018
992,4,73,Azerbaijan Grand Prix,2018-04-29,12:10:00,16.66140350877193,45.651754385964914,1021.9131578947369,0.0,25.25175438596491,123.78947368421052,2.2228070175438597,2018
993,5,4,Spanish Grand Prix,2018-05-13,13:10:00,16.05047619047619,52.28666666666667,1001.5419047619048,0.7904761904761904,32.33904761904762,98.6952380952381,1.9523809523809523,2018
994,6,6,Monaco Grand Prix,2018-05-27,13:10:00,26.64070796460177,50.8929203539823,1015.2106194690266,0.1238938053097345,34.60973451327434,182.50442477876103,1.382300884955752,2018
995,7,7,Canadian Grand Prix,2018-06-10,18:10:00,20.52358490566038,27.82547169811321,1017.5150943396228,0.0,36.949056603773585,144.80188679245282,2.4716981132075473,2018
996,8,34,French Grand Prix,2018-06-24,14:10:00,24.546078431372543,49.049019607843135,966.2598039215686,0.0098039215686274,42.03333333333333,118.40196078431372,1.815686274509804,2018
997,9,70,Austrian Grand Prix,2018-07-01,13:10:00,23.176086956521736,37.141304347826086,936.1097826086956,0.0,45.87934782608695,60.141304347826086,2.484782608695652,2018
998,10,9,British Grand Prix,2018-07-08,13:10:00,27.431632653061225,38.73979591836735,1008.304081632653,0.0,52.16938775510204,109.53061224489797,1.4612244897959183,2018
999,11,10,German Grand Prix,2018-07-22,13:10:00,26.40192307692308,54.80769230769231,1001.4,0.2596153846153846,40.66826923076923,190.84615384615384,2.0086538461538463,2018
1000,12,11,Hungarian Grand Prix,2018-07-29,13:10:00,33.75887850467289,33.006542056074764,983.5271028037382,0.0,51.089719626168225,201.09345794392524,1.1429906542056074,2018
1001,13,13,Belgian Grand Prix,2018-08-26,13:10:00,17.327358490566038,37.700943396226414,966.9103773584906,0.0,27.89811320754717,161.88679245283018,2.039622641509434,2018
1002,14,14,Italian Grand Prix,2018-09-02,13:10:00,22.189898989898992,63.8070707070707,995.219191919192,0.2323232323232323,30.822222222222223,185.5252525252525,2.1242424242424245,2018
1003,15,15,Singapore Grand Prix,2018-09-16,12:10:00,29.865413533834587,66.03609022556391,1007.8112781954886,0.0,33.12406015037594,177.57142857142858,1.9789473684210528,2018
1004,16,71,Russian Grand Prix,2018-09-30,11:10:00,24.778181818181817,61.308181818181815,1016.5336363636364,0.0181818181818181,29.945454545454545,129.11818181818182,1.997272727272727,2018
1005,17,22,Japanese Grand Prix,2018-10-07,05:10:00,28.264814814814812,50.51574074074074,1008.1925925925926,0.0,37.17037037037037,315.962962962963,1.7916666666666667,2018
1006,18,69,United States Grand Prix,2018-10-21,18:10:00,21.933587786259544,37.555725190839695,1005.9,0.0,30.486259541984733,130.1908396946565,2.090839694656488,2018
1007,19,32,Mexican Grand Prix,2018-10-28,19:10:00,20.1231884057971,50.70942028985507,784.1927536231884,0.0,34.47028985507246,242.9710144927536,1.5594202898550724,2018
1008,20,18,Brazilian Grand Prix,2018-11-11,17:10:00,23.769599999999997,75.4128,923.9296,0.0,40.0688,158.16,2.1872,2018
1009,21,24,Abu Dhabi Grand Prix,2018-11-25,13:10:00,31.273722627737225,45.43795620437956,1013.1116788321168,0.0437956204379562,33.31824817518248,241.17518248175185,2.1635036496350364,2018
1010,1,1,Australian Grand Prix,2019-03-17,05:10:00,23.477868852459014,70.45327868852459,1015.3344262295084,0.0,41.31311475409836,155.327868852459,1.166393442622951,2019
1011,2,3,Bahrain Grand Prix,2019-03-31,15:10:00,26.210852713178294,53.372093023255815,1003.4372093023256,0.0,28.610852713178296,60.72093023255814,2.7108527131782947,2019
1012,3,17,Chinese Grand Prix,2019-04-14,06:10:00,19.32992125984252,45.98110236220473,1019.2181102362204,0.0,27.33700787401575,93.8031496062992,3.3157480314960632,2019
1013,4,73,Azerbaijan Grand Prix,2019-04-28,12:10:00,19.76356589147287,51.40852713178295,1013.7751937984495,0.0,39.65426356589147,167.48062015503876,1.2496124031007751,2019
1014,5,4,Spanish Grand Prix,2019-05-12,13:10:00,20.147727272727273,54.724242424242426,1006.7916666666666,0.0,40.72727272727273,153.82575757575756,1.9295454545454545,2019
1015,6,6,Monaco Grand Prix,2019-05-26,13:10:00,22.75467625899281,52.697841726618705,1010.9107913669066,0.6258992805755396,32.72949640287769,130.84172661870502,0.9035971223021584,2019
1016,7,7,Canadian Grand Prix,2019-06-09,18:10:00,29.36825396825397,16.147619047619045,1022.1111111111112,0.0,51.098412698412695,224.3095238095238,1.3087301587301587,2019
1017,8,34,French Grand Prix,2019-06-23,13:10:00,26.894214876033057,39.09090909090909,966.7239669421488,0.0,54.525619834710746,97.66115702479338,1.6785123966942148,2019
1018,9,70,Austrian Grand Prix,2019-06-30,13:10:00,34.44406779661017,17.965254237288136,940.8889830508474,0.0,50.744067796610175,188.85593220338984,1.2254237288135592,2019
1019,10,9,British Grand Prix,2019-07-14,13:10:00,18.90508474576271,62.13559322033898,1006.3330508474576,0.0,30.322033898305083,64.38983050847457,2.011864406779661,2019
1020,11,10,German Grand Prix,2019-07-28,13:10:00,21.503401360544217,87.83061224489796,991.6278911564624,0.9659863945578232,26.441496598639457,185.4625850340136,1.006122448979592,2019
1021,12,11,Hungarian Grand Prix,2019-08-04,13:10:00,25.66,33.893076923076926,986.4846153846154,0.0,44.09692307692307,192.77692307692308,1.1938461538461538,2019
1022,13,13,Belgian Grand Prix,2019-09-01,13:10:00,17.4,57.03,968.2575,0.0,28.11916666666667,154.29166666666666,2.0358333333333336,2019
1023,14,14,Italian Grand Prix,2019-09-08,13:10:00,21.0972972972973,51.574774774774774,989.2405405405406,0.0,33.04054054054054,221.07207207207207,1.5666666666666669,2019
1024,15,15,Singapore Grand Prix,2019-09-22,12:10:00,29.965161290322584,66.45548387096774,1010.941935483871,0.0,35.75290322580645,166.88387096774193,1.8574193548387097,2019
1025,16,71,Russian Grand Prix,2019-09-29,11:10:00,22.029770992366412,67.41526717557251,1016.7824427480916,0.0076335877862595,34.33206106870229,255.18320610687024,1.8740458015267176,2019
1026,17,22,Japanese Grand Prix,2019-10-13,05:10:00,21.61935483870968,57.47822580645161,1009.1419354838712,0.0,32.18387096774194,286.991935483871,5.468548387096774,2019
1027,18,32,Mexican Grand Prix,2019-10-27,19:10:00,23.203030303030303,46.28787878787879,780.5090909090909,0.0,41.63333333333333,150.46969696969697,1.3265151515151514,2019
1028,19,69,United States Grand Prix,2019-11-03,19:10:00,21.475572519083972,29.242748091603055,1001.4763358778624,0.0,29.081679389312978,183.5267175572519,2.553435114503817,2019
