raceId,driverId,milliseconds
881,815,85181
881,817,66812
881,818,92556
881,819,116660
881,820,97419
881,821,91908
881,822,75942
881,823,93820
881,824,94653
882,1,60563
882,3,64920
882,4,61252
882,8,61976
882,13,60229
882,17,48243
882,18,39760
882,20,59598
882,154,60478
882,807,63122
882,813,63293
882,814,60749
882,815,40222
882,817,65611
882,818,61928
882,819,64742
882,820,71305
882,822,65321
882,823,62715
882,824,66556
883,1,65116
883,3,86018
883,4,86803
883,8,44438
883,13,92713
883,16,71040
883,17,64050
883,18,87913
883,20,64856
883,154,67769
883,807,66870
883,813,67459
883,814,44484
883,815,63951
883,817,67180
883,818,41485
883,819,68751
883,820,95442
883,821,94783
883,822,74974
883,823,119301
883,824,94400
884,1,81307
884,3,58798
884,4,76851
884,8,59905
884,13,77190
884,16,136854
884,17,76920
884,18,57296
884,20,75559
884,807,135005
884,813,97133
884,814,79710
884,815,79687
884,817,79250
884,818,95545
884,819,62806
884,820,68216
884,821,81538
884,822,61612
884,823,43715
884,824,90384
885,1,24801
885,3,25200
885,4,24489
885,8,49545
885,13,25331
885,16,25274
885,17,24316
885,18,24585
885,20,24375
885,154,64545
885,807,24974
885,813,66653
885,814,25643
885,815,24672
885,817,25225
885,818,24827
885,820,71088
885,821,51290
885,822,29063
885,823,86638
885,824,50313
886,1,41535
886,3,63416
886,4,41148
886,8,25182
886,13,40845
886,16,58278
886,17,43425
886,18,20212
886,20,41733
886,154,42433
886,807,42637
886,813,60640
886,814,21066
886,815,41232
886,817,42538
886,818,42639
886,819,44217
886,820,21374
886,821,43541
886,822,46660
886,823,97928
886,824,21378
887,1,53661
887,3,75319
887,4,74379
887,8,49420
887,13,109162
887,16,49965
887,17,80702
887,18,49102
887,20,48251
887,154,75387
887,807,80803
887,813,50519
887,814,83504
887,815,49624
887,817,55675
887,818,55735
887,819,52562
887,820,51732
887,821,108394
887,822,62082
887,823,78720
887,824,51656
888,1,58124
888,3,61581
888,4,59214
888,8,59296
888,16,61913
888,17,201954
888,18,40504
888,20,58136
888,154,59871
888,807,62147
888,813,56527
888,814,42030
888,815,40865
888,817,59994
888,818,23147
888,819,67073
888,820,82679
888,821,60845
888,822,79491
888,823,63419
888,824,41211
890,1,65430
890,3,66497
890,4,65601
890,8,43804
890,13,66377
890,17,66133
890,18,44603
890,20,64872
890,154,83225
890,807,61421
890,813,68779
890,814,68504
890,815,45045
890,817,46029
890,818,68783
890,819,44915
890,820,67881
890,821,22425
890,822,44635
890,823,68415
890,824,67410
891,1,46079
891,3,46616
891,4,45075
891,8,23744
891,13,45506
891,16,46982
891,17,46481
891,18,45782
891,20,45569
891,154,23445
891,807,47553
891,813,93181
891,814,47015
891,815,39975
891,817,46015
891,818,48609
891,820,65356
891,821,62906
891,822,46951
891,823,48966
891,824,48044
892,1,48775
892,3,24079
892,4,24208
892,8,55739
892,13,24692
892,16,26873
892,17,24205
892,18,24450
892,20,24305
892,154,27040
892,807,25633
892,813,25397
892,815,25933
892,817,24319
892,819,51932
892,820,26146
892,821,24668
892,822,24665
892,823,59502
892,824,25541
893,1,59117
893,3,58828
893,4,58612
893,8,62482
893,13,87749
893,16,91074
893,17,57940
893,18,59369
893,20,57721
893,154,133004
893,807,60163
893,813,90585
893,814,59444
893,815,58105
893,817,32097
893,818,90449
893,819,95395
893,820,91357
893,821,61070
893,822,96418
893,823,98002
893,824,121060
894,1,44521
894,3,65844
894,4,45015
894,8,46160
894,13,44875
894,16,143408
894,17,68795
894,18,52894
894,20,45597
894,154,45286
894,807,47766
894,813,47112
894,814,47668
894,815,61794
894,817,47086
894,818,72338
894,819,48686
894,820,50060
894,821,46504
894,822,48152
894,823,66048
894,824,46911
895,1,25297
895,3,85940
895,4,45484
895,8,46603
895,13,63639
895,16,47287
895,17,69485
895,18,72830
895,20,45789
895,154,46368
895,807,47214
895,813,47726
895,814,47334
895,815,79715
895,817,66587
895,818,74779
895,819,66696
895,820,48021
895,821,47071
895,822,46904
896,1,47120
896,3,47580
896,4,77461
896,8,51130
896,13,46911
896,16,23891
896,17,46946
896,18,72045
896,20,47568
896,154,23648
896,807,77987
896,813,51842
896,814,47686
896,815,48451
896,817,50079
896,818,48360
896,819,56052
896,820,49202
896,821,68498
896,822,53528
896,824,59320
897,1,42981
897,3,43286
897,4,42983
897,13,43800
897,16,22048
897,17,43086
897,18,48692
897,20,43573
897,154,43913
897,807,61373
897,813,46296
897,814,22270
897,815,42873
897,817,45140
897,818,45538
897,819,46503
897,820,46292
897,821,44755
897,822,50041
897,823,45120
897,824,47640
898,1,23904
898,3,23806
898,4,23817
898,5,61656
898,13,48052
898,17,23537
898,18,24589
898,20,24086
898,154,23876
898,807,24030
898,813,32794
898,814,49358
898,815,23808
898,817,24226
898,818,24381
898,819,46260
898,820,43030
898,821,49886
898,822,25014
898,823,25268
898,824,26205
899,1,64463
899,3,46081
899,4,45487
899,5,45665
899,13,62364
899,16,70143
899,17,51730
899,18,46534
899,20,55409
899,807,47124
899,813,50334
899,814,46567
899,815,44988
899,817,46061
899,818,71089
899,819,24099
899,820,71731
899,821,46995
899,822,47861
899,823,68178
899,824,48060
900,3,48004
900,4,44865
900,8,47368
900,16,24305
900,18,44810
900,154,39519
900,807,45548
900,813,22847
900,815,70564
900,817,45421
900,818,46102
900,820,47702
900,821,56454
900,822,58038
900,824,46477
900,825,45423
900,826,54434
900,828,23238
901,1,74384
901,3,74664
901,4,73329
901,8,75062
901,13,73740
901,16,51491
901,18,74393
901,20,74346
901,154,76377
901,155,53629
901,807,50223
901,817,227990
901,818,72227
901,820,82677
901,821,55745
901,822,74482
901,824,52836
901,825,92192
901,826,77871
901,828,82585
902,1,49833
902,3,49758
902,4,74839
902,8,74877
902,13,74999
902,16,66040
902,18,49721
902,20,51150
902,154,75917
902,155,53752
902,807,49197
902,813,118958
902,815,49434
902,817,49522
902,818,59792
902,820,79072
902,821,51176
902,822,76088
902,824,125723
902,825,74742
902,826,76749
902,828,51186
903,1,46967
903,3,46366
903,4,45723
903,8,46285
903,13,102107
903,18,44956
903,20,44816
903,154,23213
903,155,75007
903,807,46202
903,813,47032
903,815,46550
903,817,45684
903,818,48536
903,820,71545
903,821,68974
903,822,48419
903,824,49104
903,825,46249
903,826,47149
903,828,71376
904,1,46541
904,3,44563
904,4,65648
904,8,44783
904,13,67575
904,16,51391
904,18,46218
904,20,65181
904,154,44204
904,155,22789
904,807,45079
904,813,49875
904,815,44649
904,817,43799
904,818,22976
904,820,71155
904,821,70868
904,822,45525
904,824,45496
904,825,43662
904,826,68528
904,828,49762
905,1,27509
905,3,24672
905,4,26499
905,8,82862
905,13,24264
905,16,33207
905,18,25992
905,20,66065
905,154,51341
905,155,50537
905,807,25714
905,817,26584
905,818,44829
905,820,96563
905,821,25906
905,822,25595
905,824,32658
905,825,28943
905,828,53676
906,1,47971
906,3,48984
906,4,47722
906,8,48146
906,13,51961
906,16,47771
906,18,48543
906,20,47244
906,154,47799
906,807,23902
906,815,23907
906,817,46880
906,818,48408
906,821,73541
906,822,47939
906,825,47386
906,826,50933
907,1,44781
907,3,43138
907,4,42510
907,8,43532
907,13,43992
907,16,45409
907,18,42747
907,20,51225
907,154,46096
907,155,22480
907,807,44166
907,813,45955
907,815,45730
907,817,42865
907,818,44606
907,820,22977
907,821,106819
907,822,43341
907,824,24452
907,825,43552
907,826,21906
907,828,48355
908,1,58970
908,3,28329
908,4,34410
908,16,29956
908,18,28645
908,20,57345
908,154,29710
908,155,59047
908,807,29579
908,813,28831
908,815,29599
908,817,28483
908,818,30218
908,820,52891
908,822,29104
908,824,30353
908,825,28745
908,826,57275
909,1,59496
909,3,40312
909,4,57514
909,8,59344
909,16,60093
909,18,60741
909,20,57547
909,154,18928
909,155,60571
909,807,39078
909,813,38225
909,815,61577
909,817,57276
909,818,67416
909,820,65435
909,821,64086
909,822,40321
909,824,40606
909,825,64421
909,826,40564
909,828,67808
910,1,47164
910,3,68692
910,4,43887
910,8,45368
910,13,67240
910,16,54456
910,18,71755
910,20,43778
910,154,23979
910,155,34086
910,807,24040
910,813,76802
910,815,25535
910,817,68219
910,818,46932
910,820,47857
910,821,24050
910,822,70604
910,824,72622
910,825,45358
910,826,45625
911,1,73403
911,3,76325
911,4,51894
911,8,45677
911,13,71252
911,16,71266
911,18,45388
911,20,68721
911,154,76663
911,807,47664
911,815,47081
911,817,45588
911,818,46773
911,820,48607
911,821,46157
911,822,45945
911,824,49280
911,825,45529
911,826,48518
911,828,48296
912,1,24453
912,3,24583
912,4,24913
912,8,24547
912,13,24323
912,16,26864
912,18,24669
912,20,25176
912,154,25098
912,155,25277
912,807,25547
912,813,24223
912,815,24938
912,817,24388
912,818,25046
912,821,78918
912,822,24991
912,824,26641
912,825,24214
912,826,24651
912,828,28685
913,1,89746
913,4,86713
913,8,89060
913,13,58584
913,16,90307
913,18,57268
913,20,58880
913,154,88123
913,807,89764
913,813,118014
913,815,124109
913,817,58874
913,818,95226
913,820,98603
913,821,33679
913,822,59220
913,824,90050
913,825,86231
913,826,91369
913,828,60508
914,1,1184863
914,3,1185074
914,4,1137051
914,8,1241874
914,13,1185898
914,16,1209654
914,18,1213890
914,20,1182185
914,154,1228877
914,155,1238155
914,807,1209923
914,813,1202770
914,815,1210618
914,817,1185311
914,818,1186361
914,820,1187094
914,821,1186369
914,822,1186511
914,824,1183734
914,825,1241718
914,826,1209872
914,828,1196670
915,1,30503
915,3,33820
915,4,35112
915,8,30097
915,13,60190
915,16,30733
915,18,29994
915,20,30355
915,154,30037
915,807,30096
915,813,30180
915,815,29876
915,817,30006
915,818,30272
915,820,31374
915,821,30303
915,822,30363
915,825,29736
915,826,61905
915,828,61780
916,1,48612
916,3,48946
916,4,48734
916,8,72229
916,13,49944
916,18,50352
916,20,95882
916,154,48490
916,807,33427
916,813,54202
916,817,48396
916,818,54711
916,821,80931
916,822,48434
916,825,51378
916,826,75725
917,1,70449
917,3,70316
917,4,69489
917,8,51361
917,13,80222
917,16,78620
917,18,69021
917,20,69749
917,154,71811
917,807,70288
917,813,69708
917,815,76531
917,817,46012
917,818,72192
917,821,71346
917,822,85041
917,825,71382
917,826,74112
918,1,43772
918,3,45824
918,4,43687
918,8,43752
918,13,44094
918,16,66995
918,18,44669
918,20,44705
918,154,59393
918,155,46847
918,807,49087
918,813,21998
918,815,44356
918,817,43329
918,818,68028
918,821,46398
918,822,43676
918,825,43710
918,826,24169
918,829,47689
926,1,22295
926,3,22105
926,8,49870
926,13,22062
926,18,23353
926,20,22694
926,807,43749
926,815,26009
926,817,22535
926,828,68288
926,830,23532
926,831,22933
926,832,55789
927,1,74868
927,3,82599
927,4,25222
927,8,76682
927,13,77590
927,18,84454
927,20,49088
927,154,75012
927,807,86224
927,813,98959
927,815,61044
927,817,77711
927,822,79588
927,826,81393
927,830,79939
927,831,110194
927,832,50291
927,833,83746
928,1,44880
928,3,45312
928,4,46583
928,8,45271
928,13,46462
928,18,47209
928,20,44932
928,154,47026
928,813,63281
928,815,69311
928,817,45532
928,822,46666
928,828,48435
928,829,48186
928,830,47514
928,831,47141
928,832,47219
928,833,50026
929,1,50319
929,3,50729
929,4,50248
929,8,49320
929,13,49911
929,20,82879
929,154,49994
929,807,76310
929,813,162130
929,815,50861
929,817,50666
929,822,49916
929,826,50113
929,828,101249
929,829,52582
929,830,66563
929,831,77567
929,832,59240
929,833,53407
930,1,69278
930,3,44322
930,4,23728
930,8,44412
930,13,67025
930,18,69982
930,20,43598
930,154,56565
930,807,67738
930,813,80010
930,815,44894
930,817,47324
930,822,43882
930,826,44940
930,828,48144
930,829,70526
930,830,47003
930,831,45863
930,832,45037
930,833,71901
931,1,49676
931,3,24789
931,4,30345
931,8,24177
931,13,92299
931,18,49723
931,20,24851
931,154,25077
931,807,59531
931,815,49852
931,817,48745
931,822,49053
931,826,25119
931,828,76250
931,829,28606
931,830,78557
931,831,52152
931,832,25306
931,833,27554
932,1,23708
932,3,23321
932,4,23553
932,8,48208
932,13,23912
932,18,43431
932,20,51186
932,154,24292
932,807,23507
932,813,23660
932,815,23453
932,817,23997
932,822,25541
932,826,23681
932,828,24149
932,829,30807
932,830,36105
932,831,24795
932,832,24277
932,833,26986
933,1,21869
933,3,21768
933,13,22447
933,18,52831
933,20,31882
933,154,22016
933,807,21685
933,813,21847
933,815,26689
933,817,27710
933,822,22777
933,826,50743
933,828,68892
933,830,21984
933,831,22803
933,832,27638
933,833,23926
934,1,57396
934,3,58786
934,4,132474
934,8,89549
934,13,61317
934,20,58622
934,807,62449
934,815,60858
934,817,71704
934,822,60718
934,826,62326
934,828,120490
934,829,92825
934,832,29393
934,833,65358
936,1,127687
936,3,102771
936,4,100704
936,8,138104
936,13,104994
936,18,77111
936,20,77688
936,154,109662
936,807,44795
936,813,117642
936,815,116190
936,817,111897
936,822,108856
936,826,99611
936,828,104000
936,829,103949
936,830,101910
936,831,104214
936,832,81472
936,833,108958
937,1,45358
937,3,45762
937,4,72267
937,8,45721
937,13,46937
937,18,71995
937,20,22681
937,154,47210
937,815,46480
937,817,22637
937,822,64151
937,826,45359
937,828,47867
937,829,48276
937,830,70547
937,831,46727
937,832,47080
937,833,46925
938,1,24368
938,3,24657
938,4,43704
938,8,24442
938,13,25207
938,18,24310
938,20,24340
938,807,24286
938,815,24281
938,817,24259
938,822,25536
938,826,23884
938,828,24842
938,829,29382
938,830,69074
938,831,51043
938,832,55094
938,833,26435
939,1,28917
939,3,60449
939,4,34237
939,8,60720
939,13,85702
939,18,133245
939,20,58445
939,154,60466
939,807,30868
939,813,88981
939,815,59408
939,817,60726
939,822,58499
939,826,62083
939,828,88844
939,829,68245
939,830,62051
939,831,59596
939,832,94597
939,834,63216
940,1,45915
940,3,46319
940,4,47407
940,8,46298
940,13,85571
940,18,47144
940,20,46204
940,154,48347
940,807,83001
940,813,48091
940,815,73611
940,817,49312
940,822,47130
940,826,69880
940,828,46859
940,829,85282
940,830,51770
940,831,48879
940,832,63046
940,834,50234
941,1,30216
941,4,29539
941,8,29386
941,13,30741
941,18,29719
941,20,29367
941,154,54445
941,813,29952
941,815,30545
941,817,29732
941,822,30316
941,826,30418
941,829,62821
941,830,67575
941,831,30362
941,832,30288
941,833,35072
942,1,48442
942,3,49882
942,4,82023
942,8,59281
942,13,24646
942,18,76837
942,20,74753
942,154,55351
942,807,54704
942,813,78351
942,815,51188
942,817,76746
942,822,66872
942,826,49843
942,828,60660
942,830,50431
942,831,143303
942,832,96681
942,834,90080
943,1,44632
943,3,44694
943,13,45935
943,18,46374
943,20,50226
943,154,45836
943,807,47413
943,813,50584
943,815,23547
943,817,44910
943,822,46117
943,826,45077
943,828,69709
943,829,49311
943,830,45574
943,831,70256
943,832,69972
943,834,55809
944,1,70412
944,3,71406
944,4,70009
944,8,48601
944,13,71215
944,18,70909
944,20,71136
944,154,72220
944,807,48208
944,813,54197
944,815,71195
944,817,72691
944,822,48649
944,826,47785
944,828,78949
944,829,52642
944,830,72397
944,831,50020
944,834,52198
945,1,42738
945,3,43217
945,4,105741
945,8,47775
945,13,45561
945,18,46032
945,20,43423
