Year,Round Number,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
2018,1,24.077477477477476,30.915315315315315,997.0036036036036,0.04504504504504504,36.32432432432432,294.1261261261261,3.691891891891892
2018,2,27.982524271844657,47.363106796116504,1009.4941747572815,0.0,32.19805825242719,167.40776699029126,0.958252427184466
2018,3,19.446428571428573,24.089285714285715,1018.13125,0.017857142857142856,37.019642857142856,127.39285714285714,1.8375000000000001
2018,4,16.66140350877193,45.651754385964914,1021.9131578947369,0.0,25.25175438596491,123.78947368421052,2.2228070175438597
2018,5,16.05047619047619,52.28666666666667,1001.5419047619047,0.7904761904761904,32.33904761904762,98.6952380952381,1.9523809523809523
2018,6,26.64070796460177,50.8929203539823,1015.2106194690266,0.12389380530973451,34.60973451327434,182.50442477876106,1.382300884955752
2018,7,20.52358490566038,27.82547169811321,1017.5150943396227,0.0,36.949056603773585,144.80188679245282,2.4716981132075473
2018,8,24.546078431372546,49.049019607843135,966.2598039215686,0.00980392156862745,42.03333333333333,118.40196078431373,1.815686274509804
2018,9,23.176086956521736,37.141304347826086,936.1097826086957,0.0,45.87934782608695,60.141304347826086,2.484782608695652
2018,10,27.431632653061225,38.73979591836735,1008.304081632653,0.0,52.16938775510204,109.53061224489795,1.4612244897959183
2018,11,26.40192307692308,54.80769230769231,1001.4000000000001,0.25961538461538464,40.66826923076923,190.84615384615384,2.0086538461538463
2018,12,33.75887850467289,33.006542056074764,983.5271028037382,0.0,51.089719626168225,201.09345794392524,1.1429906542056074
2018,13,17.327358490566038,37.700943396226414,966.9103773584906,0.0,27.89811320754717,161.88679245283018,2.039622641509434
2018,14,22.189898989898992,63.8070707070707,995.2191919191919,0.23232323232323232,30.822222222222223,185.5252525252525,2.1242424242424245
2018,15,29.865413533834587,66.03609022556391,1007.8112781954886,0.0,33.12406015037594,177.57142857142858,1.9789473684210526
2018,16,24.778181818181817,61.308181818181815,1016.5336363636363,0.01818181818181818,29.945454545454545,129.11818181818182,1.997272727272727
2018,17,28.264814814814812,50.51574074074074,1008.1925925925926,0.0,37.17037037037037,315.962962962963,1.7916666666666667
2018,18,21.933587786259544,37.555725190839695,1005.9,0.0,30.486259541984733,130.1908396946565,2.0908396946564882
