raceId,driverId,average_qualifying_time
51,4,96076.66666666667
51,5,97108.0
51,8,95705.66666666667
51,9,96965.66666666667
51,11,98218.0
51,13,95936.33333333333
51,14,96933.66666666667
51,15,97084.0
51,16,98668.0
51,17,97318.0
51,18,97716.0
51,19,97225.0
51,20,96948.5
51,21,97290.0
51,22,97251.0
51,23,97285.66666666667
51,24,96954.5
51,25,97456.0
51,29,99336.0
52,1,72470.33333333333
52,2,73147.0
52,3,73312.0
52,4,72629.33333333333
52,5,74078.0
52,6,74417.0
52,8,72499.66666666667
52,9,72951.66666666667
52,11,74098.0
52,13,72202.66666666667
52,14,73127.33333333333
52,15,73165.66666666667
52,16,75217.0
52,17,72897.33333333333
52,18,73761.5
52,19,74596.0
52,20,73455.5
52,21,73225.0
52,22,73296.5
52,23,73541.0
52,24,73429.0
52,29,75487.0
53,2,93086.0
53,3,92782.5
53,4,91783.33333333333
53,8,
53,11,97411.0
53,13,92357.0
53,14,93264.0
53,15,93526.5
53,17,92923.0
53,18,92059.0
53,21,92753.66666666667
53,22,92941.0
53,23,94702.0
53,24,93927.5
53,26,94300.5
53,27,95724.0
53,30,92255.33333333333
53,31,92294.66666666667
53,32,93175.33333333333
53,33,95900.0
53,34,100270.0
53,35,93169.0
54,2,95185.5
54,3,94764.66666666667
54,4,95086.0
54,8,94667.0
54,11,99011.0
54,13,95091.0
54,14,94726.5
54,15,95109.5
54,17,94734.33333333333
54,18,94178.66666666667
54,21,94317.0
54,22,95104.5
54,23,94900.0
54,24,96581.0
54,26,96297.0
54,27,97426.0
54,30,95017.33333333333
54,31,94673.33333333333
54,32,96141.0
54,33,97819.0
54,34,100720.0
54,35,95071.5
55,2,87129.66666666667
55,3,88886.5
55,4,86692.0
55,8,86392.0
55,11,92279.0
55,13,88868.0
55,14,87715.5
55,15,87037.5
55,17,86893.66666666667
55,18,86549.0
55,21,86532.0
55,22,89943.0
55,23,87071.66666666667
55,24,88109.0
55,26,90426.0
55,27,90226.0
55,30,87473.0
55,31,86319.0
55,32,88174.0
55,33,90709.0
55,34,96164.0
55,35,88137.66666666667
56,2,84769.5
56,3,84230.5
56,4,83662.66666666667
56,8,83869.0
56,11,87609.0
56,13,84060.33333333333
56,14,84475.0
56,15,84115.0
56,17,84501.66666666667
56,18,83739.0
56,21,84102.5
56,22,83909.66666666667
56,23,83902.33333333333
56,24,84699.5
56,26,85437.0
56,27,87088.0
56,30,83324.0
56,31,84247.0
56,32,85410.0
56,33,86820.0
56,34,89282.0
56,35,84484.0
57,2,91439.5
57,3,91623.5
57,4,90430.0
57,8,90799.66666666667
57,11,95239.0
57,13,91020.0
57,14,91484.5
57,15,91320.33333333333
57,17,92003.0
57,18,91038.33333333333
57,21,91385.5
57,22,90964.66666666667
57,23,91207.0
57,24,92189.5
57,26,92992.0
57,27,92936.0
57,30,90425.33333333333
57,31,91441.66666666667
57,32,92901.0
57,33,93658.0
57,35,91317.33333333333
57,36,106505.0
58,2,76311.33333333333
58,3,76508.5
58,4,75196.0
58,8,76016.66666666667
58,11,78920.0
58,13,75682.0
58,14,
58,15,75739.33333333333
58,17,76093.5
58,18,75737.33333333333
58,21,75173.66666666667
58,22,75803.0
58,23,75761.0
58,24,76883.0
58,26,77361.0
58,27,78024.0
58,30,75218.66666666667
58,31,75998.0
58,32,76277.5
58,33,77702.0
58,35,75956.5
58,36,80763.0
59,2,75230.5
59,3,75144.33333333333
59,4,73938.66666666667
59,8,73853.0
59,11,77276.0
59,13,
59,14,75067.66666666667
59,15,74983.66666666667
59,17,74038.33333333333
59,18,75033.5
59,21,75173.66666666667
59,22,74960.66666666667
59,23,74405.0
59,24,75141.5
59,26,76236.0
59,27,75598.0
59,30,
59,31,74480.66666666667
59,32,74618.0
59,33,75993.0
59,35,75184.0
59,36,77502.0
60,2,81209.33333333333
60,3,82325.0
60,4,80514.0
60,8,80847.33333333333
60,11,86158.0
60,13,81085.66666666667
60,14,81933.0
60,15,
60,17,83129.0
60,18,83247.0
60,21,81308.0
60,22,81612.33333333333
60,23,81667.33333333333
60,24,82192.0
60,26,82308.5
60,27,83210.0
60,30,81109.66666666667
60,31,81364.0
60,32,82381.5
60,33,82533.5
60,35,81302.66666666667
60,36,86316.0
61,2,75895.5
61,3,75895.0
61,4,75006.0
61,8,75345.0
61,11,79088.0
61,13,76341.0
61,14,76407.5
61,15,75976.33333333333
61,17,76985.0
61,18,76338.66666666667
61,21,75463.33333333333
61,22,76416.0
61,23,76295.0
61,24,76348.5
61,26,77016.0
61,27,77140.0
61,30,75613.66666666667
61,31,75910.66666666667
61,32,76209.0
61,33,77121.0
61,35,76162.5
61,36,79152.0
62,2,72963.0
62,3,73506.0
62,4,72247.33333333333
62,8,72695.33333333333
62,11,73496.0
62,13,71223.0
62,14,73180.0
62,15,73787.0
62,17,72613.5
62,18,72208.66666666667
62,21,71802.33333333333
62,22,71842.66666666667
62,23,72115.66666666667
62,24,74041.0
62,26,72979.5
62,27,72782.5
62,30,71018.66666666667
62,31,72313.5
62,32,72849.0
62,33,72745.5
62,35,72105.66666666667
62,36,76036.0
63,2,76490.0
63,3,76910.66666666667
63,4,75939.66666666667
63,8,76059.0
63,11,78845.0
63,13,75822.0
63,14,76995.66666666667
63,15,75787.33333333333
63,17,76330.0
63,18,77495.0
63,21,76357.0
63,22,77024.5
63,23,75888.33333333333
63,24,77164.0
63,26,77090.0
63,27,77033.5
63,30,75489.66666666667
63,32,76677.0
63,33,77589.0
63,35,77304.0
63,36,78637.0
63,37,76404.33333333333
64,2,75815.5
64,3,75781.5
64,4,75182.0
64,8,74564.66666666667
64,11,77185.0
64,13,74358.33333333333
64,14,75662.66666666667
64,15,75290.0
64,17,75406.5
64,18,75036.33333333333
64,21,75116.66666666667
64,22,75114.33333333333
64,23,75485.0
64,24,76399.0
64,26,
64,27,77093.0
64,29,80444.0
64,30,74295.66666666667
64,32,75478.5
64,33,77836.0
64,35,75805.0
64,37,75537.33333333333
65,2,81030.0
65,3,82084.0
65,4,81578.0
65,8,79794.33333333333
65,9,81065.33333333333
65,11,82967.0
65,13,79710.66666666667
65,14,81026.5
65,15,80932.33333333333
65,17,80549.33333333333
65,18,80285.0
65,21,80816.0
65,22,80336.33333333333
65,23,80704.66666666667
65,24,82068.0
65,26,82317.0
65,27,83146.0
65,29,84016.0
65,30,81157.5
65,32,81617.0
65,33,82888.0
65,37,80465.33333333333
66,2,87745.33333333333
66,3,88637.5
66,4,87366.33333333333
66,8,87768.0
66,9,87928.0
66,11,90850.0
66,13,87090.66666666667
66,14,89136.0
66,15,88261.0
66,17,88450.33333333333
66,18,87628.0
66,21,87695.0
66,22,88334.0
66,23,87433.0
66,24,89250.0
66,26,89158.0
66,27,88830.0
66,29,90607.0
66,30,86839.66666666667
66,32,88061.5
66,33,89901.0
66,37,88150.0
67,2,81614.0
67,3,82392.0
67,4,82987.0
67,8,81609.0
67,9,81988.33333333333
67,11,84289.0
67,13,81652.33333333333
67,14,82603.5
67,15,82008.5
67,17,83341.0
67,18,82031.66666666667
67,21,82461.0
67,22,82371.66666666667
67,23,82451.0
67,24,83043.0
67,26,83054.0
67,27,83116.0
67,29,86001.0
67,30,81516.66666666667
67,32,82898.0
67,33,83920.0
