raceId,driverId,totalPitStops,totalPitTime,averagePitTime
864,814,3,61534,20511.333333333332
864,815,3,71450,23816.666666666668
864,817,3,61274,20424.666666666668
864,818,3,63493,21164.333333333332
864,819,2,42274,21137.0
865,1,1,25748,25748.0
865,3,1,24874,24874.0
865,4,1,25220,25220.0
865,5,2,57359,28679.5
865,8,1,26380,26380.0
865,10,2,62070,31035.0
865,13,1,24993,24993.0
865,17,1,25566,25566.0
865,18,1,25219,25219.0
865,20,1,25079,25079.0
865,30,1,25117,25117.0
865,39,2,54279,27139.5
865,155,1,28390,28390.0
865,807,1,26447,26447.0
865,808,1,39391,39391.0
865,811,1,26410,26410.0
865,814,1,25642,25642.0
865,815,2,45343,22671.5
865,817,1,25335,25335.0
865,818,2,52220,26110.0
865,819,1,27186,27186.0
866,1,2,43905,21952.5
866,3,2,42401,21200.5
866,4,1,21133,21133.0
866,5,2,43437,21718.5
866,8,1,21534,21534.0
866,10,1,25520,25520.0
866,13,2,42243,21121.5
866,17,2,42453,21226.5
866,18,3,64956,21652.0
866,20,2,44067,22033.5
866,30,2,44331,22165.5
866,154,1,21830,21830.0
866,155,1,21453,21453.0
866,807,2,48243,24121.5
866,808,2,43291,21645.5
866,811,1,22781,22781.0
866,813,1,22704,22704.0
866,814,2,43223,21611.5
866,815,1,21407,21407.0
866,817,2,43247,21623.5
866,818,3,60082,20027.333333333332
866,819,1,23291,23291.0
867,1,2,50436,25218.0
867,3,2,40740,20370.0
867,4,2,40507,20253.5
867,5,2,45485,22742.5
867,8,2,42982,21491.0
867,13,4,100141,25035.25
867,17,2,40468,20234.0
867,18,2,39886,19943.0
867,20,2,40380,20190.0
867,30,2,40518,20259.0
867,37,2,46252,23126.0
867,39,3,64080,21360.0
867,154,2,43662,21831.0
867,155,2,48790,24395.0
867,807,2,41530,20765.0
867,808,4,94157,23539.25
867,811,2,43099,21549.5
867,813,2,42867,21433.5
867,814,1,20295,20295.0
867,815,2,41936,20968.0
867,817,2,43806,21903.0
867,818,1,21303,21303.0
867,819,2,54474,27237.0
868,1,2,49501,24750.5
868,3,2,58718,29359.0
868,4,2,50370,25185.0
868,5,2,52630,26315.0
868,8,2,51452,25726.0
868,10,2,51406,25703.0
868,13,2,50435,25217.5
868,17,2,51033,25516.5
868,18,2,49900,24950.0
868,20,2,51148,25574.0
868,30,2,51490,25745.0
868,37,1,27715,27715.0
868,39,2,57852,28926.0
868,154,2,59589,29794.5
868,155,2,66053,33026.5
868,807,2,51504,25752.0
868,811,2,52556,26278.0
868,813,2,58698,29349.0
868,814,1,32790,32790.0
868,815,1,25192,25192.0
868,817,2,51239,25619.5
868,818,2,52689,26344.5
868,819,2,52477,26238.5
869,1,3,57487,19162.333333333332
869,3,3,55030,18343.333333333332
869,4,2,35512,17756.0
869,5,4,86407,21601.75
869,8,2,35737,17868.5
869,10,2,40351,20175.5
869,13,3,61866,20622.0
869,17,2,35543,17771.5
869,18,2,34698,17349.0
869,20,2,35371,17685.5
869,30,3,54588,18196.0
869,37,2,40514,20257.0
869,39,2,38917,19458.5
869,154,3,75897,25299.0
869,155,2,38081,19040.5
869,807,3,55093,18364.333333333332
869,808,3,56479,18826.333333333332
869,811,3,85077,28359.0
869,813,3,56941,18980.333333333332
869,814,2,35867,17933.5
869,815,2,36342,18171.0
869,817,2,36364,18182.0
869,818,3,57275,19091.666666666668
869,819,2,37212,18606.0
870,1,2,39495,19747.5
870,3,2,40984,20492.0
870,4,2,39034,19517.0
870,5,3,63202,21067.333333333332
870,8,2,39859,19929.5
870,10,2,41720,20860.0
870,13,2,39898,19949.0
870,17,3,58172,19390.666666666668
870,18,3,58846,19615.333333333332
870,20,3,57675,19225.0
870,30,3,55038,18346.0
870,37,2,44209,22104.5
870,39,2,43290,21645.0
870,154,2,42382,21191.0
870,155,2,40299,20149.5
870,807,2,41343,20671.5
870,808,3,62177,20725.666666666668
870,811,2,40817,20408.5
870,813,3,53265,17755.0
870,814,2,40812,20406.0
870,815,2,40536,20268.0
870,817,3,60167,20055.666666666668
870,818,4,79465,19866.25
870,819,2,42293,21146.5
871,3,2,41596,20798.0
871,5,2,74137,37068.5
871,8,2,40672,20336.0
871,10,2,43123,21561.5
871,13,2,41355,20677.5
871,17,2,41293,20646.5
871,18,1,19668,19668.0
871,20,1,20811,20811.0
871,30,2,42499,21249.5
871,37,3,76198,25399.333333333332
871,39,2,46476,23238.0
871,155,3,71023,23674.333333333332
871,807,2,42848,21424.0
871,808,2,47152,23576.0
871,811,2,43720,21860.0
871,813,1,21842,21842.0
871,814,2,42517,21258.5
871,817,2,41347,20673.5
871,818,2,41737,20868.5
871,819,1,21611,21611.0
872,1,1,20736,20736.0
872,3,2,44200,22100.0
872,4,1,21515,21515.0
872,5,2,44647,22323.5
872,8,1,21730,21730.0
872,10,2,51328,25664.0
872,13,1,22161,22161.0
872,17,1,21556,21556.0
872,18,1,23375,23375.0
872,20,2,37311,18655.5
872,30,2,44557,22278.5
872,37,1,23488,23488.0
872,39,1,31745,31745.0
872,155,1,22874,22874.0
872,807,1,22746,22746.0
872,808,2,44993,22496.5
872,811,1,22985,22985.0
872,813,2,44784,22392.0
872,814,1,22190,22190.0
872,815,1,22472,22472.0
872,816,1,21962,21962.0
872,817,1,21720,21720.0
872,819,2,46085,23042.5
873,1,1,29124,29124.0
873,3,2,59233,29616.5
873,4,2,58747,29373.5
873,5,3,90771,30257.0
873,8,2,59039,29519.5
873,10,2,62992,31496.0
873,13,3,90816,30272.0
873,17,3,87985,29328.333333333332
873,18,2,59681,29840.5
873,20,2,60254,30127.0
873,30,2,61217,30608.5
873,37,3,109768,36589.333333333336
873,39,1,32436,32436.0
873,154,2,63833,31916.5
873,155,3,97681,32560.333333333332
873,807,3,95577,31859.0
873,808,4,138048,34512.0
873,811,3,91829,30609.666666666668
873,813,3,91755,30585.0
873,814,2,61055,30527.5
873,815,2,60260,30130.0
873,817,2,60781,30390.5
873,818,2,60397,30198.5
873,819,2,61481,30740.5
874,1,2,40942,20471.0
874,5,2,45494,22747.0
874,8,2,42123,21061.5
874,10,2,42182,21091.0
874,13,2,41714,20857.0
874,17,2,53153,26576.5
874,18,2,41332,20666.0
874,20,2,40854,20427.0
874,30,2,41022,20511.0
874,37,2,48774,24387.0
874,39,1,23227,23227.0
874,154,3,83265,27755.0
874,155,2,41545,20772.5
874,807,2,42695,21347.5
874,808,3,56985,18995.0
874,811,4,84764,21191.0
874,813,2,42479,21239.5
874,814,2,42407,21203.5
874,815,1,21273,21273.0
874,817,2,43460,21730.0
874,818,2,43959,21979.5
874,819,2,63848,31924.0
875,1,3,59862,19954.0
875,4,2,40020,20010.0
875,5,2,43385,21692.5
875,8,2,41223,20611.5
875,10,2,42828,21414.0
875,13,2,41462,20731.0
875,17,2,39427,19713.5
875,20,2,39631,19815.5
875,30,2,40363,20181.5
875,39,1,22749,22749.0
875,154,2,42616,21308.0
875,155,2,46989,23494.5
875,807,2,43107,21553.5
875,808,2,43859,21929.5
875,811,2,44699,22349.5
875,813,1,21137,21137.0
875,814,2,41023,20511.5
875,815,2,45175,22587.5
875,817,2,40955,20477.5
875,818,2,42053,21026.5
875,819,2,43321,21660.5
876,1,1,20852,20852.0
876,3,1,21490,21490.0
876,4,1,20800,20800.0
876,5,1,22967,22967.0
876,8,1,21404,21404.0
876,10,1,27303,27303.0
876,13,1,21100,21100.0
876,17,1,20808,20808.0
876,18,1,21509,21509.0
876,20,1,20707,20707.0
876,30,2,46358,23179.0
876,37,1,23830,23830.0
876,39,1,24544,24544.0
876,154,1,20976,20976.0
876,155,1,22726,22726.0
876,807,1,21654,21654.0
876,808,1,22445,22445.0
876,811,1,22047,22047.0
876,813,2,50056,25028.0
876,814,1,23948,23948.0
876,815,2,45844,22922.0
876,817,1,22637,22637.0
876,818,2,46755,23377.5
876,819,1,22692,22692.0
877,3,1,29277,29277.0
877,4,1,19368,19368.0
877,5,1,23032,23032.0
877,8,1,20278,20278.0
877,10,1,19884,19884.0
877,13,1,19585,19585.0
877,17,1,19066,19066.0
877,18,1,19455,19455.0
877,20,2,44880,22440.0
877,30,2,40971,20485.5
877,37,1,22272,22272.0
877,154,2,47074,23537.0
877,155,1,19529,19529.0
877,808,1,20769,20769.0
877,811,1,22587,22587.0
877,813,1,20723,20723.0
877,814,3,66764,22254.666666666668
877,815,3,79775,26591.666666666668
877,817,2,41353,20676.5
877,818,2,40204,20102.0
877,819,1,21941,21941.0
878,1,1,20814,20814.0
878,3,1,21346,21346.0
878,4,1,24439,24439.0
878,5,1,22713,22713.0
878,8,1,24840,24840.0
878,10,1,23092,23092.0
878,13,1,21520,21520.0
878,18,1,21445,21445.0
878,20,1,20904,20904.0
878,30,2,43560,21780.0
878,37,1,24798,24798.0
878,39,1,24497,24497.0
878,154,1,21190,21190.0
878,155,1,24079,24079.0
878,807,1,22099,22099.0
878,808,1,22762,22762.0
878,811,1,22143,22143.0
878,813,1,22342,22342.0
878,814,2,44942,22471.0
878,815,1,22079,22079.0
878,817,1,22651,22651.0
878,819,1,22379,22379.0
879,1,2,46016,23008.0
879,3,4,100854,25213.5
879,4,3,67334,22444.666666666668
879,5,5,129292,25858.4
879,8,3,76581,25527.0
879,10,4,93053,23263.25
879,13,3,66703,22234.333333333332
879,17,3,65365,21788.333333333332
879,18,2,43006,21503.0
879,20,4,93201,23300.25
879,30,4,92536,23134.0
879,37,4,102245,25561.25
879,39,4,104957,26239.25
879,155,3,84343,28114.333333333332
879,807,3,57725,19241.666666666668
879,808,3,73185,24395.0
879,814,3,72089,24029.666666666668
879,817,5,110360,22072.0
879,818,4,91701,22925.25
879,819,3,70255,23418.333333333332
880,1,3,65948,21982.666666666668
880,3,1,22274,22274.0
880,4,3,65102,21700.666666666668
880,8,2,44890,22445.0
880,13,3,64774,21591.333333333332
880,16,2,45442,22721.0
880,17,3,67472,22490.666666666668
880,18,3,67391,22463.666666666668
880,20,3,66107,22035.666666666668
880,154,3,66906,22302.0
880,813,1,23099,23099.0
880,814,2,46061,23030.5
880,815,3,67386,22462.0
880,817,2,47612,23806.0
880,818,3,70922,23640.666666666668
880,819,2,46903,23451.5
880,820,3,90350,30116.666666666668
880,821,2,44631,22315.5
880,822,3,70803,23601.0
880,823,3,71855,23951.666666666668
880,824,3,69427,23142.333333333332
881,1,4,89218,22304.5
881,3,4,86423,21605.75
881,8,3,70485,23495.0
881,13,4,86569,21642.25
881,16,2,127234,63617.0
881,17,4,83396,20849.0
881,18,3,148309,49436.333333333336
881,20,4,84713,21178.25
881,154,3,66302,22100.666666666668
881,807,4,90522,22630.5
881,813,3,80001,26667.0
881,814,2,166837,83418.5
881,815,4,85181,21295.25
881,817,3,66812,22270.666666666668
881,818,3,92556,30852.0
881,819,4,116660,29165.0
881,820,4,97419,24354.75
881,821,4,91908,22977.0
881,822,3,75942,25314.0
881,823,4,93820,23455.0
881,824,4,94653,23663.25
882,1,3,60563,20187.666666666668
882,3,3,64920,21640.0
882,4,3,61252,20417.333333333332
882,8,3,61976,20658.666666666668
882,13,3,60229,20076.333333333332
882,17,2,48243,24121.5
882,18,2,39760,19880.0
882,20,3,59598,19866.0
882,154,3,60478,20159.333333333332
882,807,3,63122,21040.666666666668
882,813,3,63293,21097.666666666668
882,814,3,60749,20249.666666666668
882,815,2,40222,20111.0
882,817,3,65611,21870.333333333332
882,818,3,61928,20642.666666666668
882,819,3,64742,21580.666666666668
882,820,3,71305,23768.333333333332
882,822,3,65321,21773.666666666668
882,823,3,62715,20905.0
882,824,3,66556,22185.333333333332
883,1,3,65116,21705.333333333332
883,3,4,86018,21504.5
883,4,4,86803,21700.75
883,8,2,44438,22219.0
883,13,4,92713,23178.25
883,16,3,71040,23680.0
883,17,3,64050,21350.0
883,18,4,87913,21978.25
883,20,3,64856,21618.666666666668
883,154,3,67769,22589.666666666668
