raceId,driverId,totalPitStops,totalPitTime,averagePitTime
883,807,3,66870,22290.0
883,813,3,67459,22486.333333333332
883,814,2,44484,22242.0
883,815,3,63951,21317.0
883,817,3,67180,22393.333333333332
883,818,1,41485,41485.0
883,819,3,68751,22917.0
883,820,4,95442,23860.5
883,821,4,94783,23695.75
883,822,3,74974,24991.333333333332
883,823,5,119301,23860.2
883,824,4,94400,23600.0
884,1,4,81307,20326.75
884,3,3,58798,19599.333333333332
884,4,4,76851,19212.75
884,8,3,59905,19968.333333333332
884,13,4,77190,19297.5
884,16,4,136854,34213.5
884,17,4,76920,19230.0
884,18,3,57296,19098.666666666668
884,20,4,75559,18889.75
884,807,6,135005,22500.833333333332
884,813,5,97133,19426.6
884,814,4,79710,19927.5
884,815,4,79687,19921.75
884,817,4,79250,19812.5
884,818,4,95545,23886.25
884,819,3,62806,20935.333333333332
884,820,3,68216,22738.666666666668
884,821,4,81538,20384.5
884,822,3,61612,20537.333333333332
884,823,2,43715,21857.5
884,824,4,90384,22596.0
885,1,1,24801,24801.0
885,3,1,25200,25200.0
885,4,1,24489,24489.0
885,8,2,49545,24772.5
885,13,1,25331,25331.0
885,16,1,25274,25274.0
885,17,1,24316,24316.0
885,18,1,24585,24585.0
885,20,1,24375,24375.0
885,154,2,64545,32272.5
885,807,1,24974,24974.0
885,813,2,66653,33326.5
885,814,1,25643,25643.0
885,815,1,24672,24672.0
885,817,1,25225,25225.0
885,818,1,24827,24827.0
885,820,3,71088,23696.0
885,821,2,51290,25645.0
885,822,1,29063,29063.0
885,823,3,86638,28879.333333333332
885,824,2,50313,25156.5
886,1,2,41535,20767.5
886,3,3,63416,21138.666666666668
886,4,2,41148,20574.0
886,8,1,25182,25182.0
886,13,2,40845,20422.5
886,16,3,58278,19426.0
886,17,2,43425,21712.5
886,18,1,20212,20212.0
886,20,2,41733,20866.5
886,154,2,42433,21216.5
886,807,2,42637,21318.5
886,813,3,60640,20213.333333333332
886,814,1,21066,21066.0
886,815,2,41232,20616.0
886,817,2,42538,21269.0
886,818,2,42639,21319.5
886,819,2,44217,22108.5
886,820,1,21374,21374.0
886,821,2,43541,21770.5
886,822,2,46660,23330.0
886,823,4,97928,24482.0
886,824,1,21378,21378.0
887,1,2,53661,26830.5
887,3,3,75319,25106.333333333332
887,4,3,74379,24793.0
887,8,2,49420,24710.0
887,13,4,109162,27290.5
887,16,2,49965,24982.5
887,17,3,80702,26900.666666666668
887,18,2,49102,24551.0
887,20,2,48251,24125.5
887,154,3,75387,25129.0
887,807,3,80803,26934.333333333332
887,813,2,50519,25259.5
887,814,3,83504,27834.666666666668
887,815,2,49624,24812.0
887,817,2,55675,27837.5
887,818,2,55735,27867.5
887,819,2,52562,26281.0
887,820,2,51732,25866.0
887,821,4,108394,27098.5
887,822,2,62082,31041.0
887,823,3,78720,26240.0
887,824,2,51656,25828.0
888,1,3,58124,19374.666666666668
888,3,3,61581,20527.0
888,4,3,59214,19738.0
888,8,3,59296,19765.333333333332
888,16,3,61913,20637.666666666668
888,17,3,201954,67318.0
888,18,2,40504,20252.0
888,20,3,58136,19378.666666666668
888,154,3,59871,19957.0
888,807,3,62147,20715.666666666668
888,813,2,56527,28263.5
888,814,2,42030,21015.0
888,815,2,40865,20432.5
888,817,3,59994,19998.0
888,818,1,23147,23147.0
888,819,3,67073,22357.666666666668
888,820,4,82679,20669.75
888,821,3,60845,20281.666666666668
888,822,2,79491,39745.5
888,823,3,63419,21139.666666666668
888,824,2,41211,20605.5
890,1,3,65430,21810.0
890,3,3,66497,22165.666666666668
890,4,3,65601,21867.0
890,8,2,43804,21902.0
890,13,3,66377,22125.666666666668
890,17,3,66133,22044.333333333332
890,18,2,44603,22301.5
890,20,3,64872,21624.0
890,154,4,83225,20806.25
890,807,3,61421,20473.666666666668
890,813,3,68779,22926.333333333332
890,814,3,68504,22834.666666666668
890,815,2,45045,22522.5
890,817,2,46029,23014.5
890,818,3,68783,22927.666666666668
890,819,2,44915,22457.5
890,820,3,67881,22627.0
890,821,1,22425,22425.0
890,822,2,44635,22317.5
890,823,3,68415,22805.0
890,824,3,67410,22470.0
891,1,2,46079,23039.5
891,3,2,46616,23308.0
891,4,2,45075,22537.5
891,8,1,23744,23744.0
891,13,2,45506,22753.0
891,16,2,46982,23491.0
891,17,2,46481,23240.5
891,18,2,45782,22891.0
891,20,2,45569,22784.5
891,154,1,23445,23445.0
891,807,2,47553,23776.5
891,813,3,93181,31060.333333333332
891,814,2,47015,23507.5
891,815,2,39975,19987.5
891,817,2,46015,23007.5
891,818,2,48609,24304.5
891,820,3,65356,21785.333333333332
891,821,3,62906,20968.666666666668
891,822,2,46951,23475.5
891,823,2,48966,24483.0
891,824,2,48044,24022.0
892,1,2,48775,24387.5
892,3,1,24079,24079.0
892,4,1,24208,24208.0
892,8,2,55739,27869.5
892,13,1,24692,24692.0
892,16,1,26873,26873.0
892,17,1,24205,24205.0
892,18,1,24450,24450.0
892,20,1,24305,24305.0
892,154,1,27040,27040.0
892,807,1,25633,25633.0
892,813,1,25397,25397.0
892,815,1,25933,25933.0
892,817,1,24319,24319.0
892,819,2,51932,25966.0
892,820,1,26146,26146.0
892,821,1,24668,24668.0
892,822,1,24665,24665.0
892,823,2,59502,29751.0
892,824,1,25541,25541.0
893,1,2,59117,29558.5
893,3,2,58828,29414.0
893,4,2,58612,29306.0
893,8,2,62482,31241.0
893,13,3,87749,29249.666666666668
893,16,3,91074,30358.0
893,17,2,57940,28970.0
893,18,2,59369,29684.5
893,20,2,57721,28860.5
893,154,3,133004,44334.666666666664
893,807,2,60163,30081.5
893,813,3,90585,30195.0
893,814,2,59444,29722.0
893,815,2,58105,29052.5
893,817,1,32097,32097.0
893,818,3,90449,30149.666666666668
893,819,3,95395,31798.333333333332
893,820,3,91357,30452.333333333332
893,821,2,61070,30535.0
893,822,3,96418,32139.333333333332
893,823,3,98002,32667.333333333332
893,824,4,121060,30265.0
894,1,2,44521,22260.5
894,3,2,65844,32922.0
894,4,2,45015,22507.5
894,8,2,46160,23080.0
894,13,2,44875,22437.5
894,16,4,143408,35852.0
894,17,3,68795,22931.666666666668
894,18,2,52894,26447.0
894,20,2,45597,22798.5
894,154,2,45286,22643.0
894,807,2,47766,23883.0
894,813,2,47112,23556.0
894,814,2,47668,23834.0
894,815,2,61794,30897.0
894,817,2,47086,23543.0
894,818,3,72338,24112.666666666668
894,819,2,48686,24343.0
894,820,2,50060,25030.0
894,821,2,46504,23252.0
894,822,2,48152,24076.0
894,823,3,66048,22016.0
894,824,2,46911,23455.5
895,1,1,25297,25297.0
895,3,4,85940,21485.0
895,4,2,45484,22742.0
895,8,2,46603,23301.5
895,13,3,63639,21213.0
895,16,2,47287,23643.5
895,17,3,69485,23161.666666666668
895,18,3,72830,24276.666666666668
895,20,2,45789,22894.5
895,154,2,46368,23184.0
895,807,2,47214,23607.0
895,813,2,47726,23863.0
895,814,2,47334,23667.0
895,815,3,79715,26571.666666666668
895,817,3,66587,22195.666666666668
895,818,3,74779,24926.333333333332
895,819,3,66696,22232.0
895,820,2,48021,24010.5
895,821,2,47071,23535.5
895,822,2,46904,23452.0
896,1,2,47120,23560.0
896,3,2,47580,23790.0
896,4,3,77461,25820.333333333332
896,8,2,51130,25565.0
896,13,2,46911,23455.5
896,16,1,23891,23891.0
896,17,2,46946,23473.0
896,18,3,72045,24015.0
896,20,2,47568,23784.0
896,154,1,23648,23648.0
896,807,3,77987,25995.666666666668
896,813,2,51842,25921.0
896,814,2,47686,23843.0
896,815,2,48451,24225.5
896,817,2,50079,25039.5
896,818,2,48360,24180.0
896,819,2,56052,28026.0
896,820,2,49202,24601.0
896,821,3,68498,22832.666666666668
896,822,2,53528,26764.0
896,824,2,59320,29660.0
897,1,2,42981,21490.5
897,3,2,43286,21643.0
897,4,2,42983,21491.5
897,13,2,43800,21900.0
897,16,1,22048,22048.0
897,17,2,43086,21543.0
897,18,2,48692,24346.0
897,20,2,43573,21786.5
897,154,2,43913,21956.5
897,807,3,61373,20457.666666666668
897,813,2,46296,23148.0
897,814,1,22270,22270.0
897,815,2,42873,21436.5
897,817,2,45140,22570.0
897,818,2,45538,22769.0
897,819,2,46503,23251.5
897,820,2,46292,23146.0
897,821,2,44755,22377.5
897,822,2,50041,25020.5
897,823,2,45120,22560.0
897,824,2,47640,23820.0
898,1,1,23904,23904.0
898,3,1,23806,23806.0
898,4,1,23817,23817.0
898,5,2,61656,30828.0
898,13,2,48052,24026.0
898,17,1,23537,23537.0
898,18,1,24589,24589.0
898,20,1,24086,24086.0
898,154,1,23876,23876.0
898,807,1,24030,24030.0
898,813,1,32794,32794.0
898,814,2,49358,24679.0
898,815,1,23808,23808.0
898,817,1,24226,24226.0
898,818,1,24381,24381.0
898,819,2,46260,23130.0
898,820,2,43030,21515.0
898,821,2,49886,24943.0
898,822,1,25014,25014.0
898,823,1,25268,25268.0
898,824,1,26205,26205.0
899,1,3,64463,21487.666666666668
899,3,2,46081,23040.5
899,4,2,45487,22743.5
899,5,2,45665,22832.5
899,13,3,62364,20788.0
899,16,3,70143,23381.0
899,17,2,51730,25865.0
899,18,2,46534,23267.0
899,20,2,55409,27704.5
899,807,2,47124,23562.0
899,813,2,50334,25167.0
899,814,2,46567,23283.5
899,815,2,44988,22494.0
899,817,2,46061,23030.5
899,818,3,71089,23696.333333333332
899,819,1,24099,24099.0
899,820,3,71731,23910.333333333332
899,821,2,46995,23497.5
899,822,2,47861,23930.5
899,823,3,68178,22726.0
899,824,2,48060,24030.0
900,3,2,48004,24002.0
900,4,2,44865,22432.5
900,8,2,47368,23684.0
900,16,1,24305,24305.0
900,18,2,44810,22405.0
900,154,2,39519,19759.5
900,807,2,45548,22774.0
900,813,1,22847,22847.0
900,815,3,70564,23521.333333333332
900,817,2,45421,22710.5
900,818,2,46102,23051.0
900,820,2,47702,23851.0
900,821,2,56454,28227.0
900,822,2,58038,29019.0
900,824,2,46477,23238.5
900,825,2,45423,22711.5
900,826,2,54434,27217.0
900,828,1,23238,23238.0
901,1,3,74384,24794.666666666668
901,3,3,74664,24888.0
901,4,3,73329,24443.0
901,8,3,75062,25020.666666666668
901,13,3,73740,24580.0
901,16,2,51491,25745.5
901,18,3,74393,24797.666666666668
901,20,3,74346,24782.0
901,154,3,76377,25459.0
901,155,2,53629,26814.5
901,807,2,50223,25111.5
901,817,5,227990,45598.0
901,818,2,72227,36113.5
901,820,3,82677,27559.0
901,821,2,55745,27872.5
901,822,3,74482,24827.333333333332
901,824,1,52836,52836.0
901,825,3,92192,30730.666666666668
901,826,3,77871,25957.0
901,828,3,82585,27528.333333333332
902,1,2,49833,24916.5
902,3,2,49758,24879.0
902,4,3,74839,24946.333333333332
902,8,3,74877,24959.0
902,13,3,74999,24999.666666666668
902,16,2,66040,33020.0
902,18,2,49721,24860.5
902,20,2,51150,25575.0
902,154,3,75917,25305.666666666668
902,155,2,53752,26876.0
902,807,2,49197,24598.5
902,813,4,118958,29739.5
902,815,2,49434,24717.0
902,817,2,49522,24761.0
902,818,2,59792,29896.0
902,820,3,79072,26357.333333333332
902,821,2,51176,25588.0
902,822,3,76088,25362.666666666668
902,824,5,125723,25144.6
902,825,3,74742,24914.0
902,826,3,76749,25583.0
902,828,2,51186,25593.0
903,1,2,46967,23483.5
903,3,2,46366,23183.0
903,4,2,45723,22861.5
903,8,2,46285,23142.5
903,13,2,102107,51053.5
903,18,2,44956,22478.0
903,20,2,44816,22408.0
903,154,1,23213,23213.0
903,155,3,75007,25002.333333333332
903,807,2,46202,23101.0
903,813,2,47032,23516.0
903,815,2,46550,23275.0
903,817,2,45684,22842.0
903,818,2,48536,24268.0
903,820,3,71545,23848.333333333332
903,821,3,68974,22991.333333333332
903,822,2,48419,24209.5
903,824,2,49104,24552.0
903,825,2,46249,23124.5
903,826,2,47149,23574.5
903,828,3,71376,23792.0
904,1,2,46541,23270.5
904,3,2,44563,22281.5
904,4,3,65648,21882.666666666668
904,8,2,44783,22391.5
904,13,3,67575,22525.0
904,16,2,51391,25695.5
904,18,2,46218,23109.0
904,20,3,65181,21727.0
904,154,2,44204,22102.0
904,155,1,22789,22789.0
904,807,2,45079,22539.5
904,813,2,49875,24937.5
904,815,2,44649,22324.5
904,817,2,43799,21899.5
904,818,1,22976,22976.0
904,820,3,71155,23718.333333333332
904,821,3,70868,23622.666666666668
904,822,2,45525,22762.5
904,824,2,45496,22748.0
904,825,2,43662,21831.0
904,826,3,68528,22842.666666666668
904,828,2,49762,24881.0
905,1,1,27509,27509.0
905,3,1,24672,24672.0
905,4,1,26499,26499.0
905,8,3,82862,27620.666666666668
905,13,1,24264,24264.0
905,16,1,33207,33207.0
905,18,1,25992,25992.0
905,20,1,66065,66065.0
905,154,2,51341,25670.5
905,155,2,50537,25268.5
905,807,1,25714,25714.0
905,817,1,26584,26584.0
905,818,2,44829,22414.5
905,820,3,96563,32187.666666666668
905,821,1,25906,25906.0
905,822,1,25595,25595.0
905,824,1,32658,32658.0
905,825,1,28943,28943.0
905,828,2,53676,26838.0
906,1,2,47971,23985.5
906,3,2,48984,24492.0
906,4,2,47722,23861.0
906,8,2,48146,24073.0
906,13,2,51961,25980.5
906,16,2,47771,23885.5
906,18,2,48543,24271.5
906,20,2,47244,23622.0
906,154,2,47799,23899.5
906,807,1,23902,23902.0
906,815,1,23907,23907.0
906,817,2,46880,23440.0
906,818,2,48408,24204.0
906,821,3,73541,24513.666666666668
906,822,2,47939,23969.5
906,825,2,47386,23693.0
906,826,2,50933,25466.5
907,1,2,44781,22390.5
907,3,2,43138,21569.0
907,4,2,42510,21255.0
907,8,2,43532,21766.0
907,13,2,43992,21996.0
907,16,2,45409,22704.5
907,18,2,42747,21373.5
907,20,2,51225,25612.5
907,154,2,46096,23048.0
907,155,1,22480,22480.0
907,807,2,44166,22083.0
907,813,2,45955,22977.5
907,815,2,45730,22865.0
907,817,2,42865,21432.5
907,818,2,44606,22303.0
907,820,1,22977,22977.0
907,821,3,106819,35606.333333333336
907,822,2,43341,21670.5
907,824,1,24452,24452.0
907,825,2,43552,21776.0
907,826,1,21906,21906.0
907,828,2,48355,24177.5
908,1,2,58970,29485.0
908,3,1,28329,28329.0
908,4,1,34410,34410.0
908,16,1,29956,29956.0
908,18,1,28645,28645.0
908,20,2,57345,28672.5
908,154,1,29710,29710.0
908,155,2,59047,29523.5
908,807,1,29579,29579.0
908,813,1,28831,28831.0
908,815,1,29599,29599.0
908,817,1,28483,28483.0
908,818,1,30218,30218.0
908,820,2,52891,26445.5
908,822,1,29104,29104.0
908,824,1,30353,30353.0
908,825,1,28745,28745.0
908,826,2,57275,28637.5
909,1,3,59496,19832.0
909,3,2,40312,20156.0
909,4,3,57514,19171.333333333332
909,8,3,59344,19781.333333333332
909,16,3,60093,20031.0
909,18,3,60741,20247.0
909,20,3,57547,19182.333333333332
909,154,1,18928,18928.0
909,155,3,60571,20190.333333333332
909,807,2,39078,19539.0
909,813,2,38225,19112.5
909,815,3,61577,20525.666666666668
909,817,3,57276,19092.0
909,818,3,67416,22472.0
909,820,3,65435,21811.666666666668
909,821,3,64086,21362.0
909,822,2,40321,20160.5
909,824,2,40606,20303.0
909,825,3,64421,21473.666666666668
909,826,2,40564,20282.0
909,828,3,67808,22602.666666666668
910,1,2,47164,23582.0
910,3,3,68692,22897.333333333332
910,4,2,43887,21943.5
910,8,2,45368,22684.0
910,13,3,67240,22413.333333333332
910,16,2,54456,27228.0
910,18,3,71755,23918.333333333332
910,20,2,43778,21889.0
910,154,1,23979,23979.0
910,155,1,34086,34086.0
910,807,1,24040,24040.0
910,813,3,76802,25600.666666666668
910,815,1,25535,25535.0
910,817,3,68219,22739.666666666668
910,818,2,46932,23466.0
910,820,2,47857,23928.5
910,821,1,24050,24050.0
910,822,3,70604,23534.666666666668
910,824,3,72622,24207.333333333332
910,825,2,45358,22679.0
910,826,2,45625,22812.5
911,1,3,73403,24467.666666666668
911,3,3,76325,25441.666666666668
911,4,2,51894,25947.0
911,8,2,45677,22838.5
911,13,3,71252,23750.666666666668
911,16,3,71266,23755.333333333332
911,18,2,45388,22694.0
911,20,3,68721,22907.0
911,154,3,76663,25554.333333333332
911,807,2,47664,23832.0
911,815,2,47081,23540.5
911,817,2,45588,22794.0
911,818,2,46773,23386.5
911,820,2,48607,24303.5
911,821,2,46157,23078.5
911,822,2,45945,22972.5
911,824,2,49280,24640.0
911,825,2,45529,22764.5
911,826,2,48518,24259.0
911,828,2,48296,24148.0
912,1,1,24453,24453.0
912,3,1,24583,24583.0
912,4,1,24913,24913.0
912,8,1,24547,24547.0
912,13,1,24323,24323.0
912,16,1,26864,26864.0
912,18,1,24669,24669.0
912,20,1,25176,25176.0
912,154,1,25098,25098.0
912,155,1,25277,25277.0
912,807,1,25547,25547.0
912,813,1,24223,24223.0
912,815,1,24938,24938.0
912,817,1,24388,24388.0
912,818,1,25046,25046.0
912,821,3,78918,26306.0
912,822,1,24991,24991.0
912,824,1,26641,26641.0
912,825,1,24214,24214.0
912,826,1,24651,24651.0
912,828,1,28685,28685.0
913,1,3,89746,29915.333333333332
913,4,3,86713,28904.333333333332
913,8,3,89060,29686.666666666668
913,13,2,58584,29292.0
913,16,3,90307,30102.333333333332
913,18,2,57268,28634.0
913,20,2,58880,29440.0
913,154,3,88123,29374.333333333332
913,807,3,89764,29921.333333333332
913,813,4,118014,29503.5
913,815,4,124109,31027.25
913,817,2,58874,29437.0
913,818,3,95226,31742.0
913,820,3,98603,32867.666666666664
913,821,1,33679,33679.0
913,822,2,59220,29610.0
913,824,3,90050,30016.666666666668
913,825,3,86231,28743.666666666668
913,826,3,91369,30456.333333333332
913,828,2,60508,30254.0
914,1,3,1184863,394954.3333333333
914,3,3,1185074,395024.6666666667
914,4,1,1137051,1137051.0
914,8,5,1241874,248374.8
914,13,3,1185898,395299.3333333333
914,16,4,1209654,302413.5
914,18,4,1213890,303472.5
914,20,3,1182185,394061.6666666667
914,154,5,1228877,245775.4
914,155,5,1238155,247631.0
914,807,4,1209923,302480.75
914,813,4,1202770,300692.5
914,815,4,1210618,302654.5
914,817,3,1185311,395103.6666666667
914,818,3,1186361,395453.6666666667
914,820,3,1187094,395698.0
914,821,3,1186369,395456.3333333333
914,822,3,1186511,395503.6666666667
914,824,3,1183734,394578.0
914,825,5,1241718,248343.6
914,826,4,1209872,302468.0
914,828,4,1196670,299167.5
915,1,1,30503,30503.0
915,3,1,33820,33820.0
915,4,1,35112,35112.0
915,8,1,30097,30097.0
915,13,2,60190,30095.0
915,16,1,30733,30733.0
915,18,1,29994,29994.0
915,20,1,30355,30355.0
915,154,1,30037,30037.0
915,807,1,30096,30096.0
915,813,1,30180,30180.0
915,815,1,29876,29876.0
915,817,1,30006,30006.0
915,818,1,30272,30272.0
915,820,1,31374,31374.0
915,821,1,30303,30303.0
915,822,1,30363,30363.0
915,825,1,29736,29736.0
915,826,2,61905,30952.5
915,828,2,61780,30890.0
916,1,2,48612,24306.0
916,3,2,48946,24473.0
916,4,2,48734,24367.0
916,8,3,72229,24076.333333333332
916,13,2,49944,24972.0
916,18,2,50352,25176.0
916,20,4,95882,23970.5
916,154,2,48490,24245.0
916,807,1,33427,33427.0
916,813,2,54202,27101.0
916,817,2,48396,24198.0
916,818,2,54711,27355.5
916,821,3,80931,26977.0
916,822,2,48434,24217.0
916,825,2,51378,25689.0
916,826,3,75725,25241.666666666668
917,1,3,70449,23483.0
917,3,3,70316,23438.666666666668
917,4,3,69489,23163.0
917,8,2,51361,25680.5
917,13,3,80222,26740.666666666668
917,16,3,78620,26206.666666666668
917,18,3,69021,23007.0
917,20,3,69749,23249.666666666668
917,154,3,71811,23937.0
917,807,3,70288,23429.333333333332
917,813,3,69708,23236.0
917,815,3,76531,25510.333333333332
917,817,2,46012,23006.0
917,818,3,72192,24064.0
917,821,3,71346,23782.0
917,822,3,85041,28347.0
917,825,3,71382,23794.0
917,826,3,74112,24704.0
918,1,2,43772,21886.0
918,3,2,45824,22912.0
918,4,2,43687,21843.5
918,8,2,43752,21876.0
918,13,2,44094,22047.0
918,16,3,66995,22331.666666666668
918,18,2,44669,22334.5
918,20,2,44705,22352.5
918,154,3,59393,19797.666666666668
918,155,2,46847,23423.5
918,807,2,49087,24543.5
918,813,1,21998,21998.0
918,815,2,44356,22178.0
918,817,2,43329,21664.5
918,818,3,68028,22676.0
918,821,2,46398,23199.0
918,822,2,43676,21838.0
918,825,2,43710,21855.0
918,826,1,24169,24169.0
918,829,2,47689,23844.5
926,1,1,22295,22295.0
926,3,1,22105,22105.0
926,8,2,49870,24935.0
926,13,1,22062,22062.0
926,18,1,23353,23353.0
926,20,1,22694,22694.0
926,807,2,43749,21874.5
926,815,1,26009,26009.0
926,817,1,22535,22535.0
926,828,3,68288,22762.666666666668
926,830,1,23532,23532.0
926,831,1,22933,22933.0
926,832,1,55789,55789.0
927,1,3,74868,24956.0
927,3,3,82599,27533.0
927,4,1,25222,25222.0
927,8,3,76682,25560.666666666668
927,13,3,77590,25863.333333333332
927,18,3,84454,28151.333333333332
927,20,2,49088,24544.0
927,154,3,75012,25004.0
927,807,3,86224,28741.333333333332
927,813,3,98959,32986.333333333336
927,815,2,61044,30522.0
927,817,3,77711,25903.666666666668
927,822,3,79588,26529.333333333332
927,826,3,81393,27131.0
927,830,3,79939,26646.333333333332
927,831,4,110194,27548.5
927,832,2,50291,25145.5
927,833,3,83746,27915.333333333332
928,1,2,44880,22440.0
928,3,2,45312,22656.0
928,4,2,46583,23291.5
928,8,2,45271,22635.5
928,13,2,46462,23231.0
928,18,2,47209,23604.5
928,20,2,44932,22466.0
928,154,2,47026,23513.0
928,813,3,63281,21093.666666666668
928,815,3,69311,23103.666666666668
928,817,2,45532,22766.0
928,822,2,46666,23333.0
928,828,2,48435,24217.5
928,829,2,48186,24093.0
928,830,2,47514,23757.0
928,831,2,47141,23570.5
928,832,2,47219,23609.5
928,833,2,50026,25013.0
929,1,2,50319,25159.5
929,3,2,50729,25364.5
929,4,2,50248,25124.0
929,8,2,49320,24660.0
929,13,2,49911,24955.5
929,20,3,82879,27626.333333333332
929,154,2,49994,24997.0
929,807,3,76310,25436.666666666668
929,813,3,162130,54043.333333333336
929,815,2,50861,25430.5
929,817,2,50666,25333.0
929,822,2,49916,24958.0
929,826,2,50113,25056.5
929,828,3,101249,33749.666666666664
929,829,2,52582,26291.0
929,830,2,66563,33281.5
929,831,3,77567,25855.666666666668
929,832,2,59240,29620.0
929,833,2,53407,26703.5
930,1,3,69278,23092.666666666668
930,3,2,44322,22161.0
930,4,1,23728,23728.0
930,8,2,44412,22206.0
930,13,3,67025,22341.666666666668
930,18,3,69982,23327.333333333332
930,20,2,43598,21799.0
930,154,2,56565,28282.5
930,807,3,67738,22579.333333333332
930,813,3,80010,26670.0
930,815,2,44894,22447.0
930,817,2,47324,23662.0
930,822,2,43882,21941.0
930,826,2,44940,22470.0
930,828,2,48144,24072.0
930,829,3,70526,23508.666666666668
930,830,2,47003,23501.5
930,831,2,45863,22931.5
930,832,2,45037,22518.5
930,833,3,71901,23967.0
931,1,2,49676,24838.0
931,3,1,24789,24789.0
931,4,1,30345,30345.0
931,8,1,24177,24177.0
931,13,3,92299,30766.333333333332
931,18,2,49723,24861.5
931,20,1,24851,24851.0
931,154,1,25077,25077.0
931,807,2,59531,29765.5
931,815,2,49852,24926.0
931,817,2,48745,24372.5
931,822,2,49053,24526.5
931,826,1,25119,25119.0
931,828,3,76250,25416.666666666668
931,829,1,28606,28606.0
931,830,2,78557,39278.5
931,831,2,52152,26076.0
931,832,1,25306,25306.0
931,833,1,27554,27554.0
932,1,1,23708,23708.0
932,3,1,23321,23321.0
932,4,1,23553,23553.0
932,8,2,48208,24104.0
932,13,1,23912,23912.0
932,18,2,43431,21715.5
932,20,2,51186,25593.0
932,154,1,24292,24292.0
932,807,1,23507,23507.0
932,813,1,23660,23660.0
932,815,1,23453,23453.0
932,817,1,23997,23997.0
932,822,1,25541,25541.0
932,826,1,23681,23681.0
932,828,1,24149,24149.0
932,829,1,30807,30807.0
932,830,1,36105,36105.0
932,831,1,24795,24795.0
932,832,1,24277,24277.0
932,833,1,26986,26986.0
933,1,1,21869,21869.0
933,3,1,21768,21768.0
933,13,1,22447,22447.0
933,18,2,52831,26415.5
933,20,1,31882,31882.0
933,154,1,22016,22016.0
933,807,1,21685,21685.0
933,813,1,21847,21847.0
933,815,1,26689,26689.0
933,817,1,27710,27710.0
933,822,1,22777,22777.0
933,826,2,50743,25371.5
933,828,3,68892,22964.0
933,830,1,21984,21984.0
933,831,1,22803,22803.0
933,832,1,27638,27638.0
933,833,1,23926,23926.0
934,1,2,57396,28698.0
934,3,2,58786,29393.0
934,4,3,132474,44158.0
934,8,3,89549,29849.666666666668
934,13,2,61317,30658.5
934,20,2,58622,29311.0
934,807,2,62449,31224.5
934,815,2,60858,30429.0
934,817,2,71704,35852.0
934,822,2,60718,30359.0
934,826,2,62326,31163.0
934,828,4,120490,30122.5
934,829,2,92825,46412.5
934,832,1,29393,29393.0
934,833,2,65358,32679.0
936,1,6,127687,21281.166666666668
936,3,5,102771,20554.2
936,4,5,100704,20140.8
936,8,5,138104,27620.8
936,13,5,104994,20998.8
936,18,4,77111,19277.75
936,20,4,77688,19422.0
936,154,5,109662,21932.4
936,807,2,44795,22397.5
936,813,6,117642,19607.0
936,815,5,116190,23238.0
936,817,5,111897,22379.4
936,822,5,108856,21771.2
936,826,5,99611,19922.2
936,828,5,104000,20800.0
936,829,5,103949,20789.8
936,830,5,101910,20382.0
936,831,5,104214,20842.8
936,832,4,81472,20368.0
936,833,5,108958,21791.6
937,1,2,45358,22679.0
937,3,2,45762,22881.0
937,4,3,72267,24089.0
937,8,2,45721,22860.5
937,13,2,46937,23468.5
937,18,3,71995,23998.333333333332
937,20,1,22681,22681.0
937,154,2,47210,23605.0
937,815,2,46480,23240.0
937,817,1,22637,22637.0
937,822,3,64151,21383.666666666668
937,826,2,45359,22679.5
937,828,2,47867,23933.5
937,829,2,48276,24138.0
937,830,3,70547,23515.666666666668
937,831,2,46727,23363.5
937,832,2,47080,23540.0
937,833,2,46925,23462.5
938,1,1,24368,24368.0
938,3,1,24657,24657.0
938,4,2,43704,21852.0
938,8,1,24442,24442.0
938,13,1,25207,25207.0
938,18,1,24310,24310.0
938,20,1,24340,24340.0
938,807,1,24286,24286.0
938,815,1,24281,24281.0
938,817,1,24259,24259.0
938,822,1,25536,25536.0
938,826,1,23884,23884.0
938,828,1,24842,24842.0
938,829,1,29382,29382.0
938,830,3,69074,23024.666666666668
938,831,2,51043,25521.5
938,832,2,55094,27547.0
938,833,1,26435,26435.0
939,1,1,28917,28917.0
939,3,2,60449,30224.5
939,4,1,34237,34237.0
939,8,2,60720,30360.0
939,13,3,85702,28567.333333333332
939,18,3,133245,44415.0
939,20,2,58445,29222.5
939,154,2,60466,30233.0
939,807,1,30868,30868.0
939,813,3,88981,29660.333333333332
939,815,2,59408,29704.0
939,817,2,60726,30363.0
939,822,2,58499,29249.5
939,826,2,62083,31041.5
939,828,3,88844,29614.666666666668
939,829,2,68245,34122.5
939,830,2,62051,31025.5
939,831,2,59596,29798.0
939,832,3,94597,31532.333333333332
939,834,2,63216,31608.0
940,1,2,45915,22957.5
940,3,2,46319,23159.5
940,4,2,47407,23703.5
940,8,2,46298,23149.0
940,13,3,85571,28523.666666666668
940,18,2,47144,23572.0
940,20,2,46204,23102.0
940,154,2,48347,24173.5
940,807,3,83001,27667.0
940,813,2,48091,24045.5
940,815,3,73611,24537.0
940,817,2,49312,24656.0
940,822,2,47130,23565.0
940,826,3,69880,23293.333333333332
940,828,2,46859,23429.5
940,829,3,85282,28427.333333333332
940,830,2,51770,25885.0
940,831,2,48879,24439.5
940,832,2,63046,31523.0
