raceId,driverId,milliseconds
867,154,21831.0
867,155,24395.0
867,807,20765.0
867,808,23539.25
867,811,21549.5
867,813,21433.5
867,814,20295.0
867,815,20968.0
867,817,21903.0
867,818,21303.0
867,819,27237.0
868,1,24750.5
868,3,29359.0
868,4,25185.0
868,5,26315.0
868,8,25726.0
868,10,25703.0
868,13,25217.5
868,17,25516.5
868,18,24950.0
868,20,25574.0
868,30,25745.0
868,37,27715.0
868,39,28926.0
868,154,29794.5
868,155,33026.5
868,807,25752.0
868,811,26278.0
868,813,29349.0
868,814,32790.0
868,815,25192.0
868,817,25619.5
868,818,26344.5
868,819,26238.5
869,1,19162.333333333332
869,3,18343.333333333332
869,4,17756.0
869,5,21601.75
869,8,17868.5
869,10,20175.5
869,13,20622.0
869,17,17771.5
869,18,17349.0
869,20,17685.5
869,30,18196.0
869,37,20257.0
869,39,19458.5
869,154,25299.0
869,155,19040.5
869,807,18364.333333333332
869,808,18826.333333333332
869,811,28359.0
869,813,18980.333333333332
869,814,17933.5
869,815,18171.0
869,817,18182.0
869,818,19091.666666666668
869,819,18606.0
870,1,19747.5
870,3,20492.0
870,4,19517.0
870,5,21067.333333333332
870,8,19929.5
870,10,20860.0
870,13,19949.0
870,17,19390.666666666668
870,18,19615.333333333332
870,20,19225.0
870,30,18346.0
870,37,22104.5
870,39,21645.0
870,154,21191.0
870,155,20149.5
870,807,20671.5
870,808,20725.666666666668
870,811,20408.5
870,813,17755.0
870,814,20406.0
870,815,20268.0
870,817,20055.666666666668
870,818,19866.25
870,819,21146.5
871,3,20798.0
871,5,37068.5
871,8,20336.0
871,10,21561.5
871,13,20677.5
871,17,20646.5
871,18,19668.0
871,20,20811.0
871,30,21249.5
871,37,25399.333333333332
871,39,23238.0
871,155,23674.333333333332
871,807,21424.0
871,808,23576.0
871,811,21860.0
871,813,21842.0
871,814,21258.5
871,817,20673.5
871,818,20868.5
871,819,21611.0
872,1,20736.0
872,3,22100.0
872,4,21515.0
872,5,22323.5
872,8,21730.0
872,10,25664.0
872,13,22161.0
872,17,21556.0
872,18,23375.0
872,20,18655.5
872,30,22278.5
872,37,23488.0
872,39,31745.0
872,155,22874.0
872,807,22746.0
872,808,22496.5
872,811,22985.0
872,813,22392.0
872,814,22190.0
872,815,22472.0
872,816,21962.0
872,817,21720.0
872,819,23042.5
873,1,29124.0
873,3,29616.5
873,4,29373.5
873,5,30257.0
873,8,29519.5
873,10,31496.0
873,13,30272.0
873,17,29328.333333333332
873,18,29840.5
873,20,30127.0
873,30,30608.5
873,37,36589.333333333336
873,39,32436.0
873,154,31916.5
873,155,32560.333333333332
873,807,31859.0
873,808,34512.0
873,811,30609.666666666668
873,813,30585.0
873,814,30527.5
873,815,30130.0
873,817,30390.5
873,818,30198.5
873,819,30740.5
874,1,20471.0
874,5,22747.0
874,8,21061.5
874,10,21091.0
874,13,20857.0
874,17,26576.5
874,18,20666.0
874,20,20427.0
874,30,20511.0
874,37,24387.0
874,39,23227.0
874,154,27755.0
874,155,20772.5
874,807,21347.5
874,808,18995.0
874,811,21191.0
874,813,21239.5
874,814,21203.5
874,815,21273.0
874,817,21730.0
874,818,21979.5
874,819,31924.0
875,1,19954.0
875,4,20010.0
875,5,21692.5
875,8,20611.5
875,10,21414.0
875,13,20731.0
875,17,19713.5
875,20,19815.5
875,30,20181.5
875,39,22749.0
875,154,21308.0
875,155,23494.5
875,807,21553.5
875,808,21929.5
875,811,22349.5
875,813,21137.0
875,814,20511.5
875,815,22587.5
875,817,20477.5
875,818,21026.5
875,819,21660.5
876,1,20852.0
876,3,21490.0
876,4,20800.0
876,5,22967.0
876,8,21404.0
876,10,27303.0
876,13,21100.0
876,17,20808.0
876,18,21509.0
876,20,20707.0
876,30,23179.0
876,37,23830.0
876,39,24544.0
876,154,20976.0
876,155,22726.0
876,807,21654.0
876,808,22445.0
876,811,22047.0
876,813,25028.0
876,814,23948.0
876,815,22922.0
876,817,22637.0
876,818,23377.5
876,819,22692.0
877,3,29277.0
877,4,19368.0
877,5,23032.0
877,8,20278.0
877,10,19884.0
877,13,19585.0
877,17,19066.0
877,18,19455.0
877,20,22440.0
877,30,20485.5
877,37,22272.0
877,154,23537.0
877,155,19529.0
877,808,20769.0
877,811,22587.0
877,813,20723.0
877,814,22254.666666666668
877,815,26591.666666666668
877,817,20676.5
877,818,20102.0
877,819,21941.0
878,1,20814.0
878,3,21346.0
878,4,24439.0
878,5,22713.0
878,8,24840.0
878,10,23092.0
878,13,21520.0
878,18,21445.0
878,20,20904.0
878,30,21780.0
878,37,24798.0
878,39,24497.0
878,154,21190.0
878,155,24079.0
878,807,22099.0
878,808,22762.0
878,811,22143.0
878,813,22342.0
878,814,22471.0
878,815,22079.0
878,817,22651.0
878,819,22379.0
879,1,23008.0
879,3,25213.5
879,4,22444.666666666668
879,5,25858.4
879,8,25527.0
879,10,23263.25
879,13,22234.333333333332
879,17,21788.333333333332
879,18,21503.0
879,20,23300.25
879,30,23134.0
879,37,25561.25
879,39,26239.25
879,155,28114.333333333332
879,807,19241.666666666668
879,808,24395.0
879,814,24029.666666666668
879,817,22072.0
879,818,22925.25
879,819,23418.333333333332
880,1,21982.666666666668
880,3,22274.0
880,4,21700.666666666668
880,8,22445.0
880,13,21591.333333333332
880,16,22721.0
880,17,22490.666666666668
880,18,22463.666666666668
880,20,22035.666666666668
880,154,22302.0
880,813,23099.0
880,814,23030.5
880,815,22462.0
880,817,23806.0
880,818,23640.666666666668
880,819,23451.5
880,820,30116.666666666668
880,821,22315.5
880,822,23601.0
880,823,23951.666666666668
880,824,23142.333333333332
881,1,22304.5
881,3,21605.75
881,8,23495.0
881,13,21642.25
881,16,63617.0
881,17,20849.0
881,18,49436.333333333336
881,20,21178.25
881,154,22100.666666666668
881,807,22630.5
881,813,26667.0
881,814,83418.5
881,815,21295.25
881,817,22270.666666666668
881,818,30852.0
881,819,29165.0
881,820,24354.75
881,821,22977.0
881,822,25314.0
881,823,23455.0
881,824,23663.25
882,1,20187.666666666668
882,3,21640.0
882,4,20417.333333333332
882,8,20658.666666666668
882,13,20076.333333333332
882,17,24121.5
882,18,19880.0
882,20,19866.0
882,154,20159.333333333332
882,807,21040.666666666668
882,813,21097.666666666668
882,814,20249.666666666668
882,815,20111.0
882,817,21870.333333333332
882,818,20642.666666666668
882,819,21580.666666666668
882,820,23768.333333333332
882,822,21773.666666666668
882,823,20905.0
882,824,22185.333333333332
883,1,21705.333333333332
883,3,21504.5
883,4,21700.75
883,8,22219.0
883,13,23178.25
883,16,23680.0
883,17,21350.0
883,18,21978.25
883,20,21618.666666666668
883,154,22589.666666666668
883,807,22290.0
883,813,22486.333333333332
883,814,22242.0
883,815,21317.0
883,817,22393.333333333332
883,818,41485.0
883,819,22917.0
883,820,23860.5
883,821,23695.75
883,822,24991.333333333332
883,823,23860.2
883,824,23600.0
884,1,20326.75
884,3,19599.333333333332
884,4,19212.75
884,8,19968.333333333332
884,13,19297.5
884,16,34213.5
884,17,19230.0
884,18,19098.666666666668
884,20,18889.75
884,807,22500.833333333332
884,813,19426.6
884,814,19927.5
884,815,19921.75
884,817,19812.5
884,818,23886.25
884,819,20935.333333333332
884,820,22738.666666666668
884,821,20384.5
884,822,20537.333333333332
884,823,21857.5
884,824,22596.0
885,1,24801.0
885,3,25200.0
885,4,24489.0
885,8,24772.5
885,13,25331.0
885,16,25274.0
885,17,24316.0
885,18,24585.0
885,20,24375.0
885,154,32272.5
885,807,24974.0
885,813,33326.5
885,814,25643.0
885,815,24672.0
885,817,25225.0
885,818,24827.0
885,820,23696.0
885,821,25645.0
885,822,29063.0
885,823,28879.333333333332
885,824,25156.5
886,1,20767.5
886,3,21138.666666666668
886,4,20574.0
886,8,25182.0
886,13,20422.5
886,16,19426.0
886,17,21712.5
886,18,20212.0
886,20,20866.5
886,154,21216.5
886,807,21318.5
886,813,20213.333333333332
886,814,21066.0
886,815,20616.0
886,817,21269.0
886,818,21319.5
886,819,22108.5
886,820,21374.0
886,821,21770.5
886,822,23330.0
886,823,24482.0
886,824,21378.0
887,1,26830.5
887,3,25106.333333333332
887,4,24793.0
887,8,24710.0
887,13,27290.5
887,16,24982.5
887,17,26900.666666666668
887,18,24551.0
887,20,24125.5
887,154,25129.0
887,807,26934.333333333332
887,813,25259.5
887,814,27834.666666666668
887,815,24812.0
887,817,27837.5
887,818,27867.5
887,819,26281.0
887,820,25866.0
887,821,27098.5
887,822,31041.0
887,823,26240.0
887,824,25828.0
888,1,19374.666666666668
888,3,20527.0
888,4,19738.0
888,8,19765.333333333332
888,16,20637.666666666668
888,17,67318.0
888,18,20252.0
888,20,19378.666666666668
888,154,19957.0
888,807,20715.666666666668
888,813,28263.5
888,814,21015.0
888,815,20432.5
888,817,19998.0
888,818,23147.0
888,819,22357.666666666668
888,820,20669.75
888,821,20281.666666666668
888,822,39745.5
888,823,21139.666666666668
888,824,20605.5
890,1,21810.0
890,3,22165.666666666668
890,4,21867.0
890,8,21902.0
890,13,22125.666666666668
890,17,22044.333333333332
890,18,22301.5
890,20,21624.0
890,154,20806.25
890,807,20473.666666666668
890,813,22926.333333333332
890,814,22834.666666666668
890,815,22522.5
890,817,23014.5
890,818,22927.666666666668
890,819,22457.5
890,820,22627.0
890,821,22425.0
890,822,22317.5
890,823,22805.0
890,824,22470.0
891,1,23039.5
891,3,23308.0
891,4,22537.5
891,8,23744.0
891,13,22753.0
891,16,23491.0
891,17,23240.5
891,18,22891.0
891,20,22784.5
891,154,23445.0
891,807,23776.5
891,813,31060.333333333332
891,814,23507.5
891,815,19987.5
891,817,23007.5
891,818,24304.5
891,820,21785.333333333332
891,821,20968.666666666668
891,822,23475.5
891,823,24483.0
891,824,24022.0
892,1,24387.5
892,3,24079.0
892,4,24208.0
892,8,27869.5
892,13,24692.0
892,16,26873.0
892,17,24205.0
892,18,24450.0
892,20,24305.0
892,154,27040.0
892,807,25633.0
892,813,25397.0
892,815,25933.0
892,817,24319.0
892,819,25966.0
892,820,26146.0
892,821,24668.0
892,822,24665.0
892,823,29751.0
892,824,25541.0
893,1,29558.5
893,3,29414.0
893,4,29306.0
893,8,31241.0
893,13,29249.666666666668
893,16,30358.0
893,17,28970.0
893,18,29684.5
893,20,28860.5
893,154,44334.666666666664
893,807,30081.5
893,813,30195.0
893,814,29722.0
893,815,29052.5
893,817,32097.0
893,818,30149.666666666668
893,819,31798.333333333332
893,820,30452.333333333332
893,821,30535.0
893,822,32139.333333333332
893,823,32667.333333333332
893,824,30265.0
894,1,22260.5
894,3,32922.0
894,4,22507.5
894,8,23080.0
894,13,22437.5
894,16,35852.0
894,17,22931.666666666668
894,18,26447.0
894,20,22798.5
894,154,22643.0
894,807,23883.0
894,813,23556.0
894,814,23834.0
894,815,30897.0
894,817,23543.0
894,818,24112.666666666668
894,819,24343.0
894,820,25030.0
894,821,23252.0
894,822,24076.0
894,823,22016.0
894,824,23455.5
895,1,25297.0
895,3,21485.0
895,4,22742.0
895,8,23301.5
895,13,21213.0
895,16,23643.5
895,17,23161.666666666668
895,18,24276.666666666668
895,20,22894.5
895,154,23184.0
895,807,23607.0
895,813,23863.0
895,814,23667.0
895,815,26571.666666666668
895,817,22195.666666666668
895,818,24926.333333333332
895,819,22232.0
895,820,24010.5
895,821,23535.5
895,822,23452.0
896,1,23560.0
896,3,23790.0
896,4,25820.333333333332
896,8,25565.0
896,13,23455.5
896,16,23891.0
896,17,23473.0
896,18,24015.0
896,20,23784.0
896,154,23648.0
896,807,25995.666666666668
896,813,25921.0
896,814,23843.0
896,815,24225.5
896,817,25039.5
896,818,24180.0
896,819,28026.0
896,820,24601.0
896,821,22832.666666666668
896,822,26764.0
896,824,29660.0
897,1,21490.5
897,3,21643.0
897,4,21491.5
897,13,21900.0
897,16,22048.0
897,17,21543.0
897,18,24346.0
897,20,21786.5
897,154,21956.5
897,807,20457.666666666668
897,813,23148.0
897,814,22270.0
897,815,21436.5
897,817,22570.0
897,818,22769.0
897,819,23251.5
897,820,23146.0
897,821,22377.5
897,822,25020.5
897,823,22560.0
897,824,23820.0
898,1,23904.0
898,3,23806.0
898,4,23817.0
898,5,30828.0
898,13,24026.0
898,17,23537.0
898,18,24589.0
898,20,24086.0
898,154,23876.0
898,807,24030.0
898,813,32794.0
898,814,24679.0
898,815,23808.0
898,817,24226.0
898,818,24381.0
898,819,23130.0
898,820,21515.0
898,821,24943.0
898,822,25014.0
898,823,25268.0
898,824,26205.0
899,1,21487.666666666668
899,3,23040.5
899,4,22743.5
899,5,22832.5
899,13,20788.0
899,16,23381.0
899,17,25865.0
899,18,23267.0
899,20,27704.5
899,807,23562.0
899,813,25167.0
899,814,23283.5
899,815,22494.0
899,817,23030.5
899,818,23696.333333333332
899,819,24099.0
899,820,23910.333333333332
899,821,23497.5
899,822,23930.5
899,823,22726.0
899,824,24030.0
900,3,24002.0
900,4,22432.5
900,8,23684.0
900,16,24305.0
900,18,22405.0
900,154,19759.5
900,807,22774.0
900,813,22847.0
900,815,23521.333333333332
900,817,22710.5
900,818,23051.0
900,820,23851.0
900,821,28227.0
900,822,29019.0
900,824,23238.5
900,825,22711.5
900,826,27217.0
900,828,23238.0
901,1,24794.666666666668
901,3,24888.0
901,4,24443.0
901,8,25020.666666666668
901,13,24580.0
901,16,25745.5
901,18,24797.666666666668
901,20,24782.0
901,154,25459.0
901,155,26814.5
901,807,25111.5
901,817,45598.0
901,818,36113.5
901,820,27559.0
901,821,27872.5
901,822,24827.333333333332
901,824,52836.0
901,825,30730.666666666668
901,826,25957.0
901,828,27528.333333333332
902,1,24916.5
902,3,24879.0
902,4,24946.333333333332
902,8,24959.0
902,13,24999.666666666668
902,16,33020.0
902,18,24860.5
902,20,25575.0
902,154,25305.666666666668
902,155,26876.0
902,807,24598.5
902,813,29739.5
902,815,24717.0
902,817,24761.0
902,818,29896.0
902,820,26357.333333333332
902,821,25588.0
902,822,25362.666666666668
902,824,25144.6
902,825,24914.0
902,826,25583.0
902,828,25593.0
903,1,23483.5
903,3,23183.0
903,4,22861.5
903,8,23142.5
903,13,51053.5
903,18,22478.0
903,20,22408.0
903,154,23213.0
903,155,25002.333333333332
903,807,23101.0
903,813,23516.0
903,815,23275.0
903,817,22842.0
903,818,24268.0
903,820,23848.333333333332
903,821,22991.333333333332
903,822,24209.5
903,824,24552.0
903,825,23124.5
903,826,23574.5
903,828,23792.0
904,1,23270.5
904,3,22281.5
904,4,21882.666666666668
904,8,22391.5
904,13,22525.0
904,16,25695.5
904,18,23109.0
904,20,21727.0
904,154,22102.0
904,155,22789.0
904,807,22539.5
904,813,24937.5
904,815,22324.5
904,817,21899.5
904,818,22976.0
904,820,23718.333333333332
904,821,23622.666666666668
904,822,22762.5
904,824,22748.0
904,825,21831.0
904,826,22842.666666666668
904,828,24881.0
905,1,27509.0
905,3,24672.0
905,4,26499.0
905,8,27620.666666666668
905,13,24264.0
905,16,33207.0
905,18,25992.0
905,20,66065.0
905,154,25670.5
905,155,25268.5
905,807,25714.0
905,817,26584.0
905,818,22414.5
905,820,32187.666666666668
905,821,25906.0
905,822,25595.0
905,824,32658.0
905,825,28943.0
905,828,26838.0
906,1,23985.5
906,3,24492.0
906,4,23861.0
906,8,24073.0
906,13,25980.5
906,16,23885.5
906,18,24271.5
906,20,23622.0
906,154,23899.5
906,807,23902.0
906,815,23907.0
906,817,23440.0
906,818,24204.0
906,821,24513.666666666668
906,822,23969.5
906,825,23693.0
906,826,25466.5
907,1,22390.5
907,3,21569.0
907,4,21255.0
907,8,21766.0
907,13,21996.0
907,16,22704.5
907,18,21373.5
907,20,25612.5
907,154,23048.0
907,155,22480.0
907,807,22083.0
907,813,22977.5
907,815,22865.0
907,817,21432.5
907,818,22303.0
907,820,22977.0
907,821,35606.333333333336
907,822,21670.5
907,824,24452.0
907,825,21776.0
907,826,21906.0
907,828,24177.5
908,1,29485.0
908,3,28329.0
908,4,34410.0
908,16,29956.0
908,18,28645.0
908,20,28672.5
908,154,29710.0
908,155,29523.5
908,807,29579.0
908,813,28831.0
908,815,29599.0
908,817,28483.0
908,818,30218.0
908,820,26445.5
908,822,29104.0
908,824,30353.0
908,825,28745.0
908,826,28637.5
909,1,19832.0
